"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
2.24307683012333e-10,10,101,21.9946169374219,"Path:hsa04916 Melanogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04916 "," CREB1  CREBBP  CTNNB1  EP300  GNAS  PLCB2  POMC  PRKACB  PRKCA  PRKCG"
2.32386118422121e-10,11,138,17.7072604474462,"Path:hsa05418 Fluid shear stress and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05418 "," CTNNB1  GSTM1  GSTP1  IKBKB  NFE2L2  NFKB1  PIK3R1  MAPK8  RAC2  SRC  TP53"
2.44440620830944e-10,11,139,17.5798700845149,"Path:hsa05162 Measles","http://www.genome.jp/kegg-bin/show_pathway?hsa05162 "," IKBKB  IL6  NFKB1  PIK3R1  MAPK8  BAX  STAT3  STAT5B  TP53  TP73  CASP3"
4.39581135365053e-10,12,191,13.9567935749504,"Path:hsa04062 Chemokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04062 "," CRK  FOXO3  IKBKB  NFKB1  PIK3R1  PLCB2  PRKACB  RAC2  RAP1A  SRC  STAT3  STAT5B"
9.92775729288582e-10,9,84,23.8013176144244,"Path:hsa04012 ErbB signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04012 "," CRK  EGFR  ABL1  PIK3R1  PRKCA  PRKCG  MAPK8  SRC  STAT5B"
2.25618394099346e-09,10,129,17.2205915556559,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," CREB1  EGFR  GNAS  NFKB1  PIK3R1  PLCB2  PRKACB  PRKCA  MAPK8  SRC"
2.31781168101884e-09,12,222,12.0078719496195,"Path:hsa05166 Human T-cell leukemia virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05166 "," CREB1  CREBBP  EP300  IKBKB  IL6  NFKB1  PIK3R1  PRKACB  MAPK8  BAX  STAT5B  TP53"
2.54350836035309e-09,16,476,7.46708003589785,"Path:hsa05022 Pathways of neurodegeneration-multiple diseases","http://www.genome.jp/kegg-bin/show_pathway?hsa05022 "," CTNNB1  GRIN2A  IL6  NFKB1  PDYN  PLCB2  PRKCA  PRKCG  MAPK8  PTGS2  BAX  TRAF2  UBA52  UBB  UBC  CASP3"
3.65787461087214e-09,12,232,11.4902912621359,"Path:hsa05171 Coronavirus disease-COVID-19","http://www.genome.jp/kegg-bin/show_pathway?hsa05171 "," EGFR  IKBKB  IL6  IL6R  IL6ST  NFKB1  PIK3R1  PRKCA  PRKCG  MAPK8  STAT3  UBA52"
3.97300030639348e-09,8,67,26.5248514708013,"Path:hsa04720 Long-term potentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04720 "," CREBBP  EP300  GRIN2A  PLCB2  PRKACB  PRKCA  PRKCG  RAP1A"
4.77321001405787e-09,8,69,25.7560151962854,"Path:hsa04920 Adipocytokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04920 "," IKBKB  NFKB1  PRKAG2  POMC  PRKAG1  MAPK8  STAT3  TRAF2"
4.77321001405787e-09,8,69,25.7560151962854,"Path:hsa05031 Amphetamine addiction","http://www.genome.jp/kegg-bin/show_pathway?hsa05031 "," CREB1  SIRT1  GNAS  GRIN2A  PDYN  PRKACB  PRKCA  PRKCG"
4.77321001405787e-09,9,102,19.6010850942319,"Path:hsa05146 Amoebiasis","http://www.genome.jp/kegg-bin/show_pathway?hsa05146 "," GNAS  IL6  NFKB1  PIK3R1  PLCB2  PRKACB  PRKCA  PRKCG  CASP3"
5.09873749116134e-09,11,189,12.9291108028972,"Path:hsa04613 Neutrophil extracellular trap formation","http://www.genome.jp/kegg-bin/show_pathway?hsa04613 "," HDAC6  NFKB1  PIK3R1  PLCB2  PRKCA  PRKCG  RAC2  SRC  H4C4  H4C6  H4C2"
6.46190196418253e-09,9,106,18.8614215057703,"Path:hsa04928 Parathyroid hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04928 "," CREB1  EGFR  GNAS  JUND  PLCB2  PRKACB  PRKCA  PRKCG  RUNX2"
8.89478944979562e-09,11,200,12.2180097087379,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," CRK  CTNNB1  EGFR  FYN  PIK3R1  PRKCA  PRKCG  MAPK8  RAC2  RAP1A  SRC"
9.55453258595467e-09,8,76,23.3837506387328,"Path:hsa05220 Chronic myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?hsa05220 "," CRK  ABL1  IKBKB  NFKB1  PIK3R1  BAX  STAT5B  TP53"
9.57670953157169e-09,9,112,17.8509882108183,"Path:hsa04668 TNF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04668 "," CREB1  IKBKB  IL6  NFKB1  PIK3R1  MAPK8  PTGS2  TRAF2  CASP3"
9.57670953157169e-09,9,112,17.8509882108183,"Path:hsa04726 Serotonergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04726 "," CYP2C9  GNAS  PLCB2  PRKACB  PRKCA  PRKCG  PTGS1  PTGS2  CASP3"
9.57670953157169e-09,10,154,14.425040978439,"Path:hsa04921 Oxytocin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04921 "," EGFR  GNAS  PRKAG2  PLCB2  PRKACB  PRKAG1  PRKCA  PRKCG  PTGS2  SRC"
9.86780506700474e-09,10,155,14.331976197933,"Path:hsa04934 Cushing syndrome","http://www.genome.jp/kegg-bin/show_pathway?hsa04934 "," CREB1  CTNNB1  EGFR  GNAS  MEN1  KMT2A  PLCB2  POMC  PRKACB  RAP1A"
1.09745140481402e-08,10,157,14.1494032527364,"Path:hsa05160 Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?hsa05160 "," CTNNB1  EGFR  IKBKB  NFKB1  PIK3R1  BAX  STAT3  TP53  TRAF2  CASP3"
1.30026178618505e-08,11,210,11.6361997226075,"Path:hsa05170 Human immunodeficiency virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05170 "," CRK  IKBKB  NFKB1  PIK3R1  PRKCA  PRKCG  MAPK8  BAX  RAC2  TRAF2  CASP3"
1.92618387381328e-08,10,167,13.3021335968839,"Path:hsa05225 Hepatocellular carcinoma","http://www.genome.jp/kegg-bin/show_pathway?hsa05225 "," CTNNB1  EGFR  GSTM1  GSTP1  NFE2L2  PIK3R1  PRKCA  PRKCG  BAX  TP53"
2.12174904222289e-08,6,31,42.9959285937989,"Path:hsa00052 Galactose metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00052 "," AKR1B1  GAA  GLA  HK1  HK2  HKDC1"
2.17300692194847e-08,10,170,13.0673900628212,"Path:hsa04310 Wnt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04310 "," CREBBP  CTNNB1  EP300  PLCB2  PRKACB  PRKCA  PRKCG  MAPK8  RAC2  TP53"
2.17300692194847e-08,8,86,20.6647098667871,"Path:hsa05210 Colorectal cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05210 "," CTNNB1  EGFR  PIK3R1  MAPK8  BAX  RAC2  TP53  CASP3"
3.64399740523247e-08,8,92,19.317011397214,"Path:hsa05222 Small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05222 "," IKBKB  NFKB1  PIK3R1  PTGS2  BAX  TP53  TRAF2  CASP3"
3.90818430952649e-08,8,93,19.109301597244,"Path:hsa04657 IL-17 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04657 "," IKBKB  IL6  JUND  NFKB1  MAPK8  PTGS2  TRAF2  CASP3"
4.40744910322872e-08,7,61,25.4921215979628,"Path:hsa00590 Arachidonic acid metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00590 "," PTGES3  CYP2C9  CYP2E1  EPHX2  PTGS1  PTGS2  CBR1"
4.41648532444362e-08,8,95,18.7070005109862,"Path:hsa01522 Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01522 "," EGFR  GNAS  PIK3R1  PRKACB  MAPK8  BAX  SRC  TP53"
4.41648532444362e-08,9,136,14.7008138206739,"Path:hsa04210 Apoptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04210 "," PARP1  IKBKB  NFKB1  PIK3R1  MAPK8  BAX  TP53  TRAF2  CASP3"
4.57027711764921e-08,9,137,14.593508610304,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," CRK  IKBKB  IL6  NFKB1  PIK3R1  MAPK8  RAC2  SRC  TRAF2"
4.6546396872485e-08,7,62,25.0809583463827,"Path:hsa04213 Longevity regulating pathway-multiple species","http://www.genome.jp/kegg-bin/show_pathway?hsa04213 "," FOXO1  FOXO3  SIRT1  PRKAG2  PIK3R1  PRKACB  PRKAG1"
5.32696120676143e-08,8,98,18.1343372300376,"Path:hsa04750 Inflammatory mediator regulation of TRP channels","http://www.genome.jp/kegg-bin/show_pathway?hsa04750 "," GNAS  PIK3R1  PLCB2  PRKACB  PRKCA  PRKCG  MAPK8  SRC"
5.32696120676143e-08,8,98,18.1343372300376,"Path:hsa04925 Aldosterone synthesis and secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04925 "," CREB1  GNAS  PLCB2  POMC  PRKACB  PRKCA  PRKCG  PRKD1"
7.64064674177946e-08,10,197,11.276427972993,"Path:hsa05130 Pathogenic Escherichia coli infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05130 "," ABL1  FYN  IKBKB  IL6  NFKB1  MAPK8  BAX  SRC  TRAF2  CASP3"
8.46963945046104e-08,7,68,22.8679326099372,"Path:hsa05204 Chemical carcinogenesis-DNA adducts","http://www.genome.jp/kegg-bin/show_pathway?hsa05204 "," CYP2C9  CYP2E1  CYP3A4  GSTM1  GSTP1  PTGS2  CBR1"
9.29480280951438e-08,10,202,10.9973084687109,"Path:hsa05169 Epstein-Barr virus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05169 "," IKBKB  IL6  NFKB1  PIK3R1  MAPK8  BAX  STAT3  TP53  TRAF2  CASP3"
9.29480280951438e-08,10,202,10.9973084687109,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," CTNNB1  EGFR  PIK3R1  PRKACB  PRKCA  PRKCG  SRC  STAT3  TP53  CASP3"
9.84204776788243e-08,7,70,22.2145631067961,"Path:hsa04917 Prolactin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04917 "," FOXO3  NFKB1  PIK3R1  MAPK8  SRC  STAT3  STAT5B"
9.84204776788243e-08,7,70,22.2145631067961,"Path:hsa05230 Central carbon metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05230 "," EGFR  G6PD  HK1  HK2  PIK3R1  TP53  HKDC1"
1.04262222722398e-07,8,108,16.4552319309601,"Path:hsa04659 Th17 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04659 "," IKBKB  IL6  IL6R  IL6ST  NFKB1  MAPK8  STAT3  STAT5B"
1.059592120193e-07,7,71,21.9016819362779,"Path:hsa04520 Adherens junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04520 "," CREBBP  CTNNB1  EGFR  EP300  FYN  RAC2  SRC"
1.1544054195022e-07,7,72,21.5974919093851,"Path:hsa04137 Mitophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04137 "," FOXO3  MAPK8  SRC  TP53  UBA52  UBB  UBC"
1.25605658297515e-07,7,73,21.3016358558319,"Path:hsa01524 Platinum drug resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01524 "," GSTM1  GSTP1  PIK3R1  BAX  BRCA1  TP53  CASP3"
1.49990760617503e-07,7,75,20.7335922330097,"Path:hsa04918 Thyroid hormone synthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04918 "," CREB1  GNAS  PLCB2  PRKACB  PRKCA  PRKCG  TSHR"
1.58220538323347e-07,8,115,15.4536091177712,"Path:hsa01200 Carbon metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa01200 "," G6PD  GCSH  HK1  HK2  PSPH  SHMT2  TKT  HKDC1"
1.58220538323347e-07,9,162,12.3414239482201,"Path:hsa04630 JAK-STAT signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04630 "," CREBBP  EGFR  EP300  IL6  IL6R  IL6ST  PIK3R1  STAT3  STAT5B"
1.7860808596679e-07,6,46,28.975517095821,"Path:hsa04930 Type II diabetes mellitus","http://www.genome.jp/kegg-bin/show_pathway?hsa04930 "," HK1  HK2  IKBKB  PIK3R1  MAPK8  HKDC1"
2.45775925122889e-07,9,171,11.6918753193664,"Path:hsa05164 Influenza A","http://www.genome.jp/kegg-bin/show_pathway?hsa05164 "," CREBBP  EP300  IKBKB  IL6  NFKB1  PIK3R1  PRKCA  BAX  CASP3"
2.57547478012135e-07,6,49,27.2015058450565,"Path:hsa05030 Cocaine addiction","http://www.genome.jp/kegg-bin/show_pathway?hsa05030 "," CREB1  GNAS  GRIN2A  NFKB1  PDYN  PRKACB"
2.71605543137453e-07,8,124,14.331976197933,"Path:hsa04611 Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?hsa04611 "," FYN  GNAS  PIK3R1  PLCB2  PRKACB  PTGS1  RAP1A  SRC"
3.040333599685e-07,8,126,14.1044845122515,"Path:hsa04380 Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04380 "," CREB1  FYN  IKBKB  JUND  NFKB1  PIK3R1  MAPK8  TRAF2"
3.47053908831944e-07,9,179,11.1693334056517,"Path:hsa05152 Tuberculosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05152 "," CREB1  CREBBP  EP300  IL6  NFKB1  MAPK8  BAX  SRC  CASP3"
3.50530681841609e-07,7,86,18.0816211334387,"Path:hsa04911 Insulin secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04911 "," CREB1  GCG  GNAS  PLCB2  PRKACB  PRKCA  PRKCG"
4.06546613222447e-07,7,88,17.6706751985878,"Path:hsa04540 Gap junction","http://www.genome.jp/kegg-bin/show_pathway?hsa04540 "," EGFR  GNAS  PLCB2  PRKACB  PRKCA  PRKCG  SRC"
4.16834325848597e-07,8,132,13.4633715798764,"Path:hsa04728 Dopaminergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04728 "," CREB1  GNAS  GRIN2A  PLCB2  PRKACB  PRKCA  PRKCG  MAPK8"
5.76436375416071e-07,7,93,16.7206388975885,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," EGFR  GNAS  PLCB2  PRKACB  PRKCA  MAPK8  SRC"
5.76436375416071e-07,8,138,12.8780075981427,"Path:hsa04915 Estrogen signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04915 "," CREB1  EGFR  GNAS  PIK3R1  PLCB2  POMC  PRKACB  SRC"
6.45522572348141e-07,6,58,22.9805825242718,"Path:hsa04923 Regulation of lipolysis in adipocytes","http://www.genome.jp/kegg-bin/show_pathway?hsa04923 "," GNAS  PIK3R1  PRKACB  PTGS1  PTGS2  TSHR"
6.45522572348141e-07,6,58,22.9805825242718,"Path:hsa05213 Endometrial cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05213 "," CTNNB1  EGFR  FOXO3  PIK3R1  BAX  TP53"
6.93648628871619e-07,8,142,12.5152468207302,"Path:hsa05017 Spinocerebellar ataxia","http://www.genome.jp/kegg-bin/show_pathway?hsa05017 "," GRIN2A  PDYN  PIK3R1  PLCB2  PRKCA  PRKCG  MAPK8  TRAF2"
7.01231319653405e-07,6,59,22.5910811255554,"Path:hsa04370 VEGF signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04370 "," PIK3R1  PRKCA  PRKCG  PTGS2  RAC2  SRC"
7.30952634103029e-07,7,97,16.0311280152137,"Path:hsa04713 Circadian entrainment","http://www.genome.jp/kegg-bin/show_pathway?hsa04713 "," CREB1  GNAS  GRIN2A  PLCB2  PRKACB  PRKCA  PRKCG"
8.88562628127409e-07,10,266,8.35133951383313,"Path:hsa05012 Parkinson disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05012 "," GNAS  NFE2L2  PRKACB  MAPK8  BAX  TP53  UBA52  UBB  UBC  CASP3"
8.88562628127409e-07,9,203,9.84882108183079,"Path:hsa05415 Diabetic cardiomyopathy","http://www.genome.jp/kegg-bin/show_pathway?hsa05415 "," PARP1  G6PD  NFKB1  PIK3R1  PLCB2  PRKCA  PRKCG  MAPK8  RAC2"
9.3574641371664e-07,7,101,15.3962318561953,"Path:hsa05142 Chagas disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05142 "," GNAS  IKBKB  IL6  NFKB1  PIK3R1  PLCB2  MAPK8"
1.10299549080379e-06,10,273,8.13720260322202,"Path:hsa05020 Prion disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05020 "," CREB1  FYN  GRIN2A  IL6  PIK3R1  PRKACB  MAPK8  BAX  RAC2  CASP3"
