"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
6.83988365037537e-11,12,157,16.1932059447983,"Path:hsa05160 Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?hsa05160 "," CTNNB1  EGFR  JAK1  NFKB1  NRAS  PIK3R1  BAX  STAT3  TP53  TRAF2  YWHAG  CASP3"
7.9296531882775e-11,10,89,23.8046192259675,"Path:hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05235 "," EGFR  MTOR  JAK1  JAK2  JUN  NFKB1  NRAS  PIK3R1  PLCG1  STAT3"
1.8760729245501e-10,9,68,28.0404411764706,"Path:hsa05204 Chemical carcinogenesis-DNA adducts","http://www.genome.jp/kegg-bin/show_pathway?hsa05204 "," CYP1A1  CYP1A2  CYP2E1  CYP3A4  HPGDS  GSTM1  GSTP1  PTGS2  CBR1"
2.05564124779883e-10,9,69,27.6340579710145,"Path:hsa04920 Adipocytokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04920 "," MTOR  JAK2  NFKB1  PRKAG2  POMC  PRKAG1  MAPK8  STAT3  TRAF2"
2.05564124779883e-10,9,69,27.6340579710145,"Path:hsa05031 Amphetamine addiction","http://www.genome.jp/kegg-bin/show_pathway?hsa05031 "," CREB1  SIRT1  GRIN2A  JUN  PDYN  PPP1CA  PRKCA  PRKCG  CAMK2A"
2.35484646038963e-10,13,222,12.4062812812813,"Path:hsa05166 Human T-cell leukemia virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05166 "," CREB1  CREBBP  EP300  IL6  JAK1  JUN  ATM  NFKB1  NRAS  PIK3R1  MAPK8  BAX  TP53"
2.56107303096546e-10,10,101,20.9763476347635,"Path:hsa04916 Melanogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa04916 "," CREB1  CREBBP  CTNNB1  EP300  GNAQ  NRAS  POMC  PRKCA  PRKCG  CAMK2A"
3.02737430056577e-10,11,139,16.7659872102318,"Path:hsa05162 Measles","http://www.genome.jp/kegg-bin/show_pathway?hsa05162 "," IL6  JAK1  JUN  NFKB1  PIK3R1  MAPK8  BAX  STAT3  TP53  TP73  CASP3"
3.83546618740012e-10,13,232,11.8715277777778,"Path:hsa05171 Coronavirus disease-COVID-19","http://www.genome.jp/kegg-bin/show_pathway?hsa05171 "," EGFR  FAU  IL6  IL6R  JAK1  JUN  NFKB1  PIK3R1  PLCG1  PRKCA  PRKCG  MAPK8  STAT3"
4.01393150968019e-10,9,75,25.4233333333333,"Path:hsa00980 Metabolism of xenobiotics by cytochrome P450","http://www.genome.jp/kegg-bin/show_pathway?hsa00980 "," CYP1A1  CYP1A2  CYP2B6  CYP2E1  CYP3A4  HPGDS  GSTM1  GSTP1  CBR1"
4.44816123722011e-10,9,76,25.0888157894737,"Path:hsa05212 Pancreatic cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05212 "," EGFR  MTOR  JAK1  NFKB1  PIK3R1  MAPK8  BAX  STAT3  TP53"
4.54880178271253e-10,10,108,19.6167695473251,"Path:hsa04659 Th17 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04659 "," MTOR  IL6  IL6R  JAK1  JAK2  JUN  NFKB1  PLCG1  MAPK8  STAT3"
7.02009803976301e-10,10,113,18.7487708947886,"Path:hsa04725 Cholinergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04725 "," CREB1  FYN  GNAQ  GNB1  JAK2  NRAS  PIK3R1  PRKCA  PRKCG  CAMK2A"
8.71016232486981e-10,12,200,12.7116666666667,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," CTNNB1  EGFR  FYN  JUN  PIK3R1  PPP1CA  PRKCA  PRKCG  MAPK8  RAP1A  ACTB  SHC1"
8.71016232486981e-10,11,155,15.0353046594982,"Path:hsa04934 Cushing syndrome","http://www.genome.jp/kegg-bin/show_pathway?hsa04934 "," WDR5  CREB1  CTNNB1  EGFR  GNAQ  HSD3B1  MEN1  KMT2A  POMC  RAP1A  CAMK2A"
2.0274490750669e-09,8,61,27.7850637522769,"Path:hsa00590 Arachidonic acid metabolism","http://www.genome.jp/kegg-bin/show_pathway?hsa00590 "," PTGES3  CYP2B6  CYP2E1  EPHX2  HPGDS  PTGS2  AKR1C3  CBR1"
2.38289539529446e-09,11,171,13.6284925276153,"Path:hsa05164 Influenza A","http://www.genome.jp/kegg-bin/show_pathway?hsa05164 "," CREBBP  EP300  IL6  JAK1  JAK2  NFKB1  PIK3R1  PRKCA  BAX  ACTB  CASP3"
2.39060635202688e-09,10,129,16.4233419465978,"Path:hsa04926 Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04926 "," CREB1  EGFR  GNB1  JUN  NFKB1  NRAS  PIK3R1  PRKCA  MAPK8  SHC1"
2.95222090698125e-09,9,95,20.0710526315789,"Path:hsa01522 Endocrine resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa01522 "," EGFR  MTOR  JUN  NRAS  PIK3R1  MAPK8  BAX  SHC1  TP53"
3.68615597339498e-09,11,179,13.0193978895096,"Path:hsa05152 Tuberculosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05152 "," CREB1  CREBBP  EP300  IL6  JAK1  JAK2  NFKB1  MAPK8  BAX  CAMK2A  CASP3"
3.78181745905783e-09,9,98,19.4566326530612,"Path:hsa05231 Choline metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05231 "," EGFR  MTOR  JUN  NRAS  PIK3R1  PLCG1  PRKCA  PRKCG  MAPK8"
