Compound,Protein,Neighborhood_1,Tag
Magnesium,RRM1,1Neigh,1Neigh-Magnesium
Magnesium,DTYMK,1Neigh,1Neigh-Magnesium
Magnesium,MCM7,1Neigh,1Neigh-Magnesium
Magnesium,TYMS,1Neigh,1Neigh-Magnesium
Magnesium,DCTD,1Neigh,1Neigh-Magnesium
Magnesium,RRM2,1Neigh,1Neigh-Magnesium
Magnesium,NME7,1Neigh,1Neigh-Magnesium
Magnesium,PCNA,1Neigh,1Neigh-Magnesium
Magnesium,ITPA,1Neigh,1Neigh-Magnesium
Magnesium,NME2,1Neigh,1Neigh-Magnesium
Magnesium,NME1-NME2,1Neigh,1Neigh-Magnesium
Magnesium,TSNARE1,1Neigh,1Neigh-Magnesium
Magnesium,DCTN1,1Neigh,1Neigh-Magnesium
Magnesium,CDK1,1Neigh,1Neigh-Magnesium
Magnesium,PAFAH1B1,1Neigh,1Neigh-Magnesium
Magnesium,PDXP,1Neigh,1Neigh-Magnesium
Magnesium,FDX1,1Neigh,1Neigh-Magnesium
Magnesium,AOX1,1Neigh,1Neigh-Magnesium
Magnesium,PHOSPHO2,1Neigh,1Neigh-Magnesium
Magnesium,CD38,1Neigh,1Neigh-Magnesium
Magnesium,CASQ2,1Neigh,1Neigh-Magnesium
Magnesium,CACNA1C,1Neigh,1Neigh-Magnesium
Magnesium,CALM3,1Neigh,1Neigh-Magnesium
Magnesium,CALML6,1Neigh,1Neigh-Magnesium
Magnesium,CALML3,1Neigh,1Neigh-Magnesium
Magnesium,PSEN1,1Neigh,1Neigh-Magnesium
Magnesium,TRDN,1Neigh,1Neigh-Magnesium
Magnesium,RYR1,1Neigh,1Neigh-Magnesium
Magnesium,RYR2,1Neigh,1Neigh-Magnesium
Magnesium,PSEN2,1Neigh,1Neigh-Magnesium
Magnesium,ASPH,1Neigh,1Neigh-Magnesium
Magnesium,CALML5,1Neigh,1Neigh-Magnesium
Magnesium,FKBP1B,1Neigh,1Neigh-Magnesium
Magnesium,FKBP1A,1Neigh,1Neigh-Magnesium
Magnesium,CALML4,1Neigh,1Neigh-Magnesium
Magnesium,NOS1,1Neigh,1Neigh-Magnesium
Magnesium,DLD,1Neigh,1Neigh-Magnesium
Magnesium,PDHX,1Neigh,1Neigh-Magnesium
Magnesium,DLAT,1Neigh,1Neigh-Magnesium
Magnesium,PDPR,1Neigh,1Neigh-Magnesium
Magnesium,PDHB,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN12,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN1,1Neigh,1Neigh-Magnesium
Magnesium,CDC42EP4,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN6,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN8,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN14,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN9,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN5,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN7,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN11,1Neigh,1Neigh-Magnesium
Magnesium,SEPTIN2,1Neigh,1Neigh-Magnesium
Magnesium,TIGAR,1Neigh,1Neigh-Magnesium
Magnesium,PCK2,1Neigh,1Neigh-Magnesium
Magnesium,GCK,1Neigh,1Neigh-Magnesium
Magnesium,TPI1,1Neigh,1Neigh-Magnesium
Magnesium,PFKFB4,1Neigh,1Neigh-Magnesium
Magnesium,ACOT2,1Neigh,1Neigh-Magnesium
Magnesium,G6PC,1Neigh,1Neigh-Magnesium
Magnesium,GID8,1Neigh,1Neigh-Magnesium
Magnesium,PFKL,1Neigh,1Neigh-Magnesium
Magnesium,TKTL2,1Neigh,1Neigh-Magnesium
Magnesium,HK2,1Neigh,1Neigh-Magnesium
Magnesium,HK3,1Neigh,1Neigh-Magnesium
Magnesium,ACOT1,1Neigh,1Neigh-Magnesium
Magnesium,MPI,1Neigh,1Neigh-Magnesium
Magnesium,BCKDHB,1Neigh,1Neigh-Magnesium
Magnesium,PKM,1Neigh,1Neigh-Magnesium
Magnesium,TALDO1,1Neigh,1Neigh-Magnesium
Magnesium,ACOT4,1Neigh,1Neigh-Magnesium
Magnesium,HKDC1,1Neigh,1Neigh-Magnesium
Magnesium,PFKFB2,1Neigh,1Neigh-Magnesium
Magnesium,TKTL1,1Neigh,1Neigh-Magnesium
Magnesium,PFKFB1,1Neigh,1Neigh-Magnesium
Magnesium,FBP2,1Neigh,1Neigh-Magnesium
Magnesium,PFKP,1Neigh,1Neigh-Magnesium
Magnesium,ALDOC,1Neigh,1Neigh-Magnesium
Magnesium,GPI,1Neigh,1Neigh-Magnesium
Magnesium,PFKFB3,1Neigh,1Neigh-Magnesium
Magnesium,HK1,1Neigh,1Neigh-Magnesium
Magnesium,ALDOA,1Neigh,1Neigh-Magnesium
Magnesium,PFKM,1Neigh,1Neigh-Magnesium
Magnesium,SPTLC2,1Neigh,1Neigh-Magnesium
Magnesium,DAO,1Neigh,1Neigh-Magnesium
Magnesium,HRG,1Neigh,1Neigh-Magnesium
Magnesium,SDS,1Neigh,1Neigh-Magnesium
Magnesium,SPTLC1,1Neigh,1Neigh-Magnesium
Magnesium,ILVBL,1Neigh,1Neigh-Magnesium
Magnesium,AMT,1Neigh,1Neigh-Magnesium
Magnesium,BHMT,1Neigh,1Neigh-Magnesium
Magnesium,CTBP1,1Neigh,1Neigh-Magnesium
Magnesium,ATXN7,1Neigh,1Neigh-Magnesium
Magnesium,MAT2A,1Neigh,1Neigh-Magnesium
Magnesium,GRHPR,1Neigh,1Neigh-Magnesium
