Compound,Protein,Neighborhood_1,Tag
Folic acid,SIRT1,1Neigh,Folic acid-1Neigh
Folic acid,STUB1,1Neigh,Folic acid-1Neigh
Folic acid,KAT2A,1Neigh,Folic acid-1Neigh
Folic acid,NR3C1,1Neigh,Folic acid-1Neigh
Folic acid,TARDBP,1Neigh,Folic acid-1Neigh
Folic acid,H4C6,1Neigh,Folic acid-1Neigh
Folic acid,TRIM28,1Neigh,Folic acid-1Neigh
Folic acid,MDM2,1Neigh,Folic acid-1Neigh
Folic acid,CREBBP,1Neigh,Folic acid-1Neigh
Folic acid,EP300,1Neigh,Folic acid-1Neigh
Folic acid,KAT2B,1Neigh,Folic acid-1Neigh
Folic acid,NCOR1,1Neigh,Folic acid-1Neigh
Folic acid,RPS27A,1Neigh,Folic acid-1Neigh
Folic acid,H2BC1,1Neigh,Folic acid-1Neigh
Folic acid,H2BC5,1Neigh,Folic acid-1Neigh
Folic acid,H2AZ1,1Neigh,Folic acid-1Neigh
Folic acid,HSPA4,1Neigh,Folic acid-1Neigh
Folic acid,H2AZ2,1Neigh,Folic acid-1Neigh
Folic acid,HCLS1,1Neigh,Folic acid-1Neigh
Folic acid,H2BC4,1Neigh,Folic acid-1Neigh
Folic acid,HSPA5,1Neigh,Folic acid-1Neigh
Folic acid,GSK3B,1Neigh,Folic acid-1Neigh
Folic acid,H2AC20,1Neigh,Folic acid-1Neigh
Folic acid,HSP90AA1,1Neigh,Folic acid-1Neigh
Folic acid,TUBA1B,1Neigh,Folic acid-1Neigh
Folic acid,PARK7,1Neigh,Folic acid-1Neigh
Folic acid,MAPT,1Neigh,Folic acid-1Neigh
Folic acid,RBPJ,1Neigh,Folic acid-1Neigh
Folic acid,HTT,1Neigh,Folic acid-1Neigh
Folic acid,H2BC12,1Neigh,Folic acid-1Neigh
Folic acid,VCP,1Neigh,Folic acid-1Neigh
Folic acid,XRCC6,1Neigh,Folic acid-1Neigh
Folic acid,DCTN1,1Neigh,Folic acid-1Neigh
Folic acid,PRKN,1Neigh,Folic acid-1Neigh
Folic acid,BAG3,1Neigh,Folic acid-1Neigh
Folic acid,H2BC21,1Neigh,Folic acid-1Neigh
Folic acid,H2AC18,1Neigh,Folic acid-1Neigh
Folic acid,RUNX2,1Neigh,Folic acid-1Neigh
Folic acid,HSP90AB1,1Neigh,Folic acid-1Neigh
Folic acid,RBBP4,1Neigh,Folic acid-1Neigh
Folic acid,HDAC1,1Neigh,Folic acid-1Neigh
Folic acid,CTTN,1Neigh,Folic acid-1Neigh
Folic acid,H2BC13,1Neigh,Folic acid-1Neigh
Folic acid,ATXN3L,1Neigh,Folic acid-1Neigh
Folic acid,SQSTM1,1Neigh,Folic acid-1Neigh
Folic acid,PLAA,1Neigh,Folic acid-1Neigh
Folic acid,NCOR2,1Neigh,Folic acid-1Neigh
Folic acid,CDKN1A,1Neigh,Folic acid-1Neigh
Folic acid,UBA52,1Neigh,Folic acid-1Neigh
Folic acid,CYLD,1Neigh,Folic acid-1Neigh
Folic acid,RHOA,1Neigh,Folic acid-1Neigh
Folic acid,HSF1,1Neigh,Folic acid-1Neigh
Folic acid,H2AX,1Neigh,Folic acid-1Neigh
Folic acid,HSPA8,1Neigh,Folic acid-1Neigh
Folic acid,UBC,1Neigh,Folic acid-1Neigh
Folic acid,H2BC18,1Neigh,Folic acid-1Neigh
Folic acid,H2BC11,1Neigh,Folic acid-1Neigh
Folic acid,H2BC17,1Neigh,Folic acid-1Neigh
Folic acid,H2BC14,1Neigh,Folic acid-1Neigh
Folic acid,UBB,1Neigh,Folic acid-1Neigh
Folic acid,H2BC9,1Neigh,Folic acid-1Neigh
Folic acid,H2BC3,1Neigh,Folic acid-1Neigh
Folic acid,DLD,1Neigh,Folic acid-1Neigh
Folic acid,SPTLC2,1Neigh,Folic acid-1Neigh
Folic acid,AHCY,1Neigh,Folic acid-1Neigh
Folic acid,MTFMT,1Neigh,Folic acid-1Neigh
Folic acid,GAPDHS,1Neigh,Folic acid-1Neigh
Folic acid,DAO,1Neigh,Folic acid-1Neigh
Folic acid,TPI1,1Neigh,Folic acid-1Neigh
Folic acid,AGXT2,1Neigh,Folic acid-1Neigh
Folic acid,SDS,1Neigh,Folic acid-1Neigh
Folic acid,ALDH1L2,1Neigh,Folic acid-1Neigh
Folic acid,MTHFS,1Neigh,Folic acid-1Neigh
Folic acid,SPTLC1,1Neigh,Folic acid-1Neigh
Folic acid,ALDH1L1,1Neigh,Folic acid-1Neigh
Folic acid,ABRAXAS2,1Neigh,Folic acid-1Neigh
Folic acid,AGXT,1Neigh,Folic acid-1Neigh
Folic acid,MAT2A,1Neigh,Folic acid-1Neigh
Folic acid,PIPOX,1Neigh,Folic acid-1Neigh
Folic acid,GLUD2,1Neigh,Folic acid-1Neigh
Folic acid,IDH2,1Neigh,Folic acid-1Neigh
Folic acid,ADSS1,1Neigh,Folic acid-1Neigh
Folic acid,SRR,1Neigh,Folic acid-1Neigh
Folic acid,SDSL,1Neigh,Folic acid-1Neigh
Folic acid,BABAM2,1Neigh,Folic acid-1Neigh
Folic acid,BABAM1,1Neigh,Folic acid-1Neigh
Folic acid,ADSS2,1Neigh,Folic acid-1Neigh
Folic acid,FCGR3A,1Neigh,Folic acid-1Neigh
Folic acid,ALDH18A1,1Neigh,Folic acid-1Neigh
Folic acid,GNMT,1Neigh,Folic acid-1Neigh
Folic acid,PSAT1,1Neigh,Folic acid-1Neigh
Folic acid,ASNS,1Neigh,Folic acid-1Neigh
Folic acid,ALAS1,1Neigh,Folic acid-1Neigh
Folic acid,PSPH,1Neigh,Folic acid-1Neigh
Folic acid,GATM,1Neigh,Folic acid-1Neigh
Folic acid,GAPDH,1Neigh,Folic acid-1Neigh
Folic acid,FTCD,1Neigh,Folic acid-1Neigh
Folic acid,CBS,1Neigh,Folic acid-1Neigh
Folic acid,PAICS,1Neigh,Folic acid-1Neigh
Folic acid,ABCC2,1Neigh,Folic acid-1Neigh
Folic acid,AGO2,1Neigh,Folic acid-1Neigh
Folic acid,EHHADH,1Neigh,Folic acid-1Neigh
Folic acid,DGCR8,1Neigh,Folic acid-1Neigh
Folic acid,TARBP2,1Neigh,Folic acid-1Neigh
Folic acid,ACAA2,1Neigh,Folic acid-1Neigh
Folic acid,POP7,1Neigh,Folic acid-1Neigh
Folic acid,TRMT10C,1Neigh,Folic acid-1Neigh
Folic acid,RPP25,1Neigh,Folic acid-1Neigh
Folic acid,PRKRA,1Neigh,Folic acid-1Neigh
