Prot_A;Prot_B;Renew component
SWSAP1;ERCC5;Magnesium
SWSAP1;LIG4;Magnesium
SWSAP1;XRCC5;Magnesium
SWSAP1;POLD1;Magnesium
SWSAP1;XRCC6;Magnesium
SWSAP1;ERCC4;Magnesium
ERCC4;XRCC4;Magnesium
ERCC4;ERCC5;Magnesium
FANCI;UBE2T;Magnesium
FANCI;FANCL;Magnesium
RAD9A;RAD9B;Magnesium
ATAD5;PCNA;Magnesium
PRKDC;ERCC5;Magnesium
PRKDC;POLD1;Magnesium
PRKDC;RPA2;Magnesium
PRKDC;H2AX;Magnesium
PRKDC;XRCC4;Magnesium
ANAPC2;BABAM2;Magnesium
ANAPC2;PHC3;Magnesium
ANAPC2;PHC1;Magnesium
ANAPC2;BRCC3;Magnesium
ANAPC2;RNF2;Magnesium
ANAPC2;PCGF6;Magnesium
ANAPC2;BMI1;Magnesium
ANAPC2;PCGF2;Magnesium
ANAPC2;BCOR;Magnesium
ANAPC2;RING1;Magnesium
ANAPC2;CUL7;Magnesium
ANAPC2;ANAPC16;Magnesium
ANAPC2;ANAPC15;Magnesium
ANAPC2;ANAPC11;Magnesium
ANAPC2;CDC26;Magnesium
ANAPC2;ANAPC7;Magnesium
MEIOB;ATR;Magnesium
MEIOB;RAD52;Magnesium
SWI5;XRCC2;Magnesium
SWI5;RAD51B;Magnesium
SWI5;RAD51C;Magnesium
SWI5;RAD51D;Magnesium
SWI5;XRCC3;Magnesium
SWI5;SFR1;Magnesium
RECQL5;TP53BP1;Magnesium
RECQL5;RAD51;Magnesium
SUMO4;PCNA;Magnesium
SUMO4;SUMO2;Magnesium
SUMO4;SUMO1;Magnesium
SUMO4;SMC6;Magnesium
SUMO4;SMC5;Magnesium
SUMO4;UBE2I;Magnesium
TOP3A;RECQL4;Magnesium
POLE;REV3L;Magnesium
POLE;POLD2;Magnesium
POLE;WDHD1;Magnesium
POLE;CDC45;Magnesium
POLE;MCM3;Magnesium
POLE;POLA1;Magnesium
MRE11;RECQL4;Magnesium
MRE11;XRCC5;Magnesium
PIF1;PCNA;Magnesium
FANCF;UBE2T;Magnesium
FANCF;FANCL;Magnesium
RAD54B;RAD54L;Magnesium
RAD54B;RAD51;Magnesium
RAD51C;SFR1;Magnesium
CENPA;H3C12;Magnesium
CENPA;H2BC21;Magnesium
ANAPC1;PHC3;Magnesium
ANAPC1;RNF2;Magnesium
ANAPC1;PCGF2;Magnesium
ANAPC1;BMI1;Magnesium
ANAPC1;RING1;Magnesium
ANAPC1;PHC1;Magnesium
ANAPC1;BCOR;Magnesium
ANAPC1;PCGF6;Magnesium
ANAPC1;BABAM2;Magnesium
ANAPC1;BRCC3;Magnesium
ANAPC1;CUL7;Magnesium
ANAPC1;ANAPC15;Magnesium
ANAPC1;ANAPC7;Magnesium
ANAPC1;CDC26;Magnesium
ANAPC1;ANAPC16;Magnesium
ANAPC1;ANAPC11;Magnesium
BABAM2;ANAPC11;Magnesium
BABAM2;ANAPC13;Magnesium
BABAM2;ANAPC4;Magnesium
BABAM2;ANAPC16;Magnesium
BABAM2;CDC26;Magnesium
BABAM2;ANAPC15;Magnesium
BABAM2;PHC3;Magnesium
BABAM2;PCGF2;Magnesium
BABAM2;CDC23;Magnesium
BABAM2;PCGF6;Magnesium
BABAM2;PHC1;Magnesium
BABAM2;ANAPC10;Magnesium
BABAM2;CDC16;Magnesium
BABAM2;ANAPC7;Magnesium
BABAM2;RING1;Magnesium
BABAM2;CUL7;Magnesium
BABAM2;UBE2C;Magnesium
BABAM2;CDC27;Magnesium
BABAM2;BCOR;Magnesium
BABAM2;BMI1;Magnesium
BABAM2;RNF2;Magnesium
BABAM2;BRCA2;Magnesium
BABAM2;RAD51;Magnesium
BABAM2;BRCA1;Magnesium
BABAM2;ABRAXAS1;Magnesium
BABAM2;UIMC1;Magnesium
ATR;RECQL4;Magnesium
ATR;SQSTM1;Magnesium
ATR;RAD9B;Magnesium
SMARCA4;H2AX;Magnesium
SMARCA4;H2BC21;Magnesium
SMARCA4;SMARCA2;Magnesium
UBE2I;PCNA;Magnesium
UBE2I;SUMO1;Magnesium
CDC16;PCGF2;Magnesium
CDC16;RNF2;Magnesium
CDC16;PCGF6;Magnesium
CDC16;PHC3;Magnesium
CDC16;BMI1;Magnesium
CDC16;PHC1;Magnesium
CDC16;RING1;Magnesium
CDC16;BRCC3;Magnesium
CDC16;CUL7;Magnesium
CDC16;BCOR;Magnesium
CDC16;ANAPC15;Magnesium
CDC16;ANAPC7;Magnesium
CDC16;ANAPC11;Magnesium
CDC16;ANAPC16;Magnesium
CDC16;CDC26;Magnesium
UBE2C;PHC1;Magnesium
UBE2C;PCGF6;Magnesium
UBE2C;BCOR;Magnesium
UBE2C;PHC3;Magnesium
UBE2C;RNF2;Magnesium
UBE2C;PCGF2;Magnesium
UBE2C;BMI1;Magnesium
UBE2C;RING1;Magnesium
UBE2C;BRCC3;Magnesium
UBE2C;CUL7;Magnesium
UBE2C;ANAPC7;Magnesium
UBE2C;CDC26;Magnesium
UBE2C;ANAPC16;Magnesium
UBE2C;ANAPC15;Magnesium
UBE2C;ANAPC11;Magnesium
ABCD4;RAD51;Magnesium
SMARCAL1;RPA2;Magnesium
ANAPC11;BRCA2;Magnesium
ANAPC11;RAD51;Magnesium
ANAPC11;PHC3;Magnesium
ANAPC11;PCGF6;Magnesium
ANAPC11;PCGF2;Magnesium
ANAPC11;PHC1;Magnesium
ANAPC11;BMI1;Magnesium
ANAPC11;BCOR;Magnesium
ANAPC11;RING1;Magnesium
ANAPC11;BRCC3;Magnesium
ANAPC11;BRCA1;Magnesium
ANAPC11;RNF2;Magnesium
ANAPC11;CUL7;Magnesium
ANAPC11;ANAPC7;Magnesium
ANAPC11;ANAPC15;Magnesium
ANAPC11;ANAPC16;Magnesium
ANAPC11;ANAPC13;Magnesium
ANAPC11;CDC26;Magnesium
ANAPC11;ANAPC4;Magnesium
ANAPC11;CDC20;Magnesium
ANAPC11;ANAPC10;Magnesium
ANAPC11;CDC23;Magnesium
ANAPC11;CDC27;Magnesium
DNA2;WDHD1;Magnesium
RAD52;RECQL4;Magnesium
RAD52;REV3L;Magnesium
REV3L;MCM3;Magnesium
REV3L;PCNA;Magnesium
REV3L;POLA1;Magnesium
REV3L;POLD1;Magnesium
REV3L;POLH;Magnesium
REV3L;POLD2;Magnesium
H3C12;H2AX;Magnesium
XRCC6;ERCC5;Magnesium
XRCC6;XRCC4;Magnesium
XRCC2;SFR1;Magnesium
WDHD1;POLA1;Magnesium
WDHD1;CDC45;Magnesium
WDHD1;MCM3;Magnesium
RFWD3;RPA2;Magnesium
RNF2;BRCA2;Magnesium
RNF2;RAD51;Magnesium
RNF2;ANAPC10;Magnesium
RNF2;ANAPC7;Magnesium
RNF2;CDC26;Magnesium
RNF2;ANAPC16;Magnesium
RNF2;ANAPC4;Magnesium
RNF2;ANAPC13;Magnesium
RNF2;ANAPC15;Magnesium
RNF2;CDC23;Magnesium
RNF2;CDC27;Magnesium
RNF2;BRCA1;Magnesium
RNF2;BRCC3;Magnesium
RNF2;CUL7;Magnesium
RNF2;PHC3;Magnesium
RNF2;BCOR;Magnesium
RNF2;PHC1;Magnesium
RNF2;BMI1;Magnesium
RNF2;PCGF6;Magnesium
RNF2;RING1;Magnesium
RNF2;PCGF2;Magnesium
BRCC3;PHC1;Magnesium
BRCC3;ANAPC13;Magnesium
BRCC3;PCGF6;Magnesium
BRCC3;ANAPC15;Magnesium
BRCC3;PHC3;Magnesium
BRCC3;CDC27;Magnesium
BRCC3;CUL7;Magnesium
BRCC3;ANAPC10;Magnesium
BRCC3;ANAPC16;Magnesium
BRCC3;ANAPC7;Magnesium
BRCC3;CDC26;Magnesium
BRCC3;PCGF2;Magnesium
BRCC3;ANAPC4;Magnesium
BRCC3;BCOR;Magnesium
BRCC3;CDC23;Magnesium
BRCC3;RING1;Magnesium
BRCC3;BMI1;Magnesium
BRCC3;RAD51;Magnesium
BRCC3;BRCA2;Magnesium
BRCC3;UIMC1;Magnesium
BRCC3;ABRAXAS1;Magnesium
BRCC3;BRCA1;Magnesium
SFR1;RAD51B;Magnesium
SFR1;XRCC3;Magnesium
SFR1;RAD51D;Magnesium
PCGF6;BRCA2;Magnesium
PCGF6;RAD51;Magnesium
PCGF6;CDC26;Magnesium
PCGF6;ANAPC16;Magnesium
PCGF6;ANAPC4;Magnesium
PCGF6;ANAPC13;Magnesium
PCGF6;CUL7;Magnesium
PCGF6;ANAPC15;Magnesium
PCGF6;CDC27;Magnesium
PCGF6;BRCA1;Magnesium
PCGF6;ANAPC10;Magnesium
PCGF6;CDC23;Magnesium
PCGF6;ANAPC7;Magnesium
PCGF6;BCOR;Magnesium
PCGF6;PHC3;Magnesium
PCGF6;PCGF2;Magnesium
PCGF6;PHC1;Magnesium
PCGF6;BMI1;Magnesium
PCGF6;RING1;Magnesium
ABCD3;RAD51;Magnesium
POLH;PCNA;Magnesium
CDC20;ANAPC15;Magnesium
CDC20;CDC26;Magnesium
CDC20;ANAPC16;Magnesium
CDC20;ANAPC7;Magnesium
RNF8;H2AX;Magnesium
RNF8;MDC1;Magnesium
RPA2;POLD2;Magnesium
RPA2;XPA;Magnesium
CDC26;RAD51;Magnesium
CDC26;BRCA2;Magnesium
CDC26;BMI1;Magnesium
CDC26;RING1;Magnesium
CDC26;PHC3;Magnesium
CDC26;PCGF2;Magnesium
CDC26;PHC1;Magnesium
CDC26;BCOR;Magnesium
CDC26;CUL7;Magnesium
CDC26;BRCA1;Magnesium
CDC26;CCNA2;Magnesium
CDC26;ANAPC7;Magnesium
CDC26;ANAPC4;Magnesium
CDC26;ANAPC15;Magnesium
CDC26;ANAPC13;Magnesium
CDC26;ANAPC10;Magnesium
CDC26;ANAPC16;Magnesium
CDC26;CDC23;Magnesium
CDC26;CDC27;Magnesium
RING1;BRCA2;Magnesium
RING1;RAD51;Magnesium
RING1;ANAPC13;Magnesium
RING1;ANAPC15;Magnesium
RING1;ANAPC4;Magnesium
RING1;ANAPC7;Magnesium
RING1;CDC27;Magnesium
RING1;ANAPC16;Magnesium
RING1;CDC23;Magnesium
RING1;ANAPC10;Magnesium
RING1;BRCA1;Magnesium
RING1;CUL7;Magnesium
RING1;PHC3;Magnesium
RING1;BCOR;Magnesium
RING1;BMI1;Magnesium
RING1;PHC1;Magnesium
RING1;PCGF2;Magnesium
XPA;ERCC5;Magnesium
MDC1;UIMC1;Magnesium
BMI1;BRCA2;Magnesium
BMI1;RAD51;Magnesium
BMI1;ANAPC15;Magnesium
BMI1;ANAPC10;Magnesium
BMI1;ANAPC13;Magnesium
BMI1;ANAPC4;Magnesium
BMI1;ANAPC16;Magnesium
BMI1;CDC27;Magnesium
BMI1;ANAPC7;Magnesium
BMI1;CUL7;Magnesium
BMI1;CDC23;Magnesium
BMI1;BCOR;Magnesium
BMI1;BRCA1;Magnesium
BMI1;PHC3;Magnesium
BMI1;PHC1;Magnesium
BMI1;PCGF2;Magnesium
BCOR;RAD51;Magnesium
BCOR;BRCA2;Magnesium
BCOR;ANAPC16;Magnesium
BCOR;ANAPC13;Magnesium
BCOR;ANAPC15;Magnesium
BCOR;ANAPC10;Magnesium
BCOR;ANAPC7;Magnesium
BCOR;BRCA1;Magnesium
BCOR;CDC23;Magnesium
BCOR;CDC27;Magnesium
BCOR;CUL7;Magnesium
BCOR;ANAPC4;Magnesium
BCOR;PHC3;Magnesium
BCOR;PHC1;Magnesium
BCOR;PCGF2;Magnesium
FANCG;UBE2T;Magnesium
FANCG;FANCL;Magnesium
MCM8;MCM3;Magnesium
POLA1;POLD1;Magnesium
POLA1;POLD2;Magnesium
PCNA;SUMO2;Magnesium
PCNA;FBH1;Magnesium
PCNA;RFC5;Magnesium
FBH1;RECQL4;Magnesium
BRCA2;ANAPC15;Magnesium
BRCA2;ANAPC16;Magnesium
BRCA2;ANAPC7;Magnesium
BRCA2;CUL7;Magnesium
BRCA2;PCGF2;Magnesium
BRCA2;PHC1;Magnesium
BRCA2;PHC3;Magnesium
BRCA2;SEM1;Magnesium
ABRAXAS1;UIMC1;Magnesium
ABRAXAS1;BRCA1;Magnesium
RAD1;RAD9B;Magnesium
TP53BP1;RECQL4;Magnesium
FANCA;UBE2T;Magnesium
FANCA;FANCL;Magnesium
ERCC2;ERCC5;Magnesium
XRCC5;ERCC5;Magnesium
XRCC5;XRCC4;Magnesium
SUMO1;RAD51;Magnesium
SUMO1;SUMO2;Magnesium
RAD9B;RAD17;Magnesium
CDC23;PHC3;Magnesium
CDC23;PHC1;Magnesium
CDC23;PCGF2;Magnesium
CDC23;CUL7;Magnesium
CDC23;ANAPC16;Magnesium
CDC23;ANAPC15;Magnesium
CDC23;ANAPC7;Magnesium
FANCL;UBE2T;Magnesium
CHEK1;SEM1;Magnesium
ANAPC7;RAD51;Magnesium
ANAPC7;PHC3;Magnesium
ANAPC7;PHC1;Magnesium
ANAPC7;BRCA1;Magnesium
ANAPC7;PCGF2;Magnesium
ANAPC7;CCNA2;Magnesium
ANAPC7;CUL7;Magnesium
ANAPC7;ANAPC15;Magnesium
ANAPC7;ANAPC13;Magnesium
ANAPC7;ANAPC10;Magnesium
ANAPC7;CDC27;Magnesium
ANAPC7;ANAPC16;Magnesium
ANAPC7;ANAPC4;Magnesium
SUMO2;UIMC1;Magnesium
BRCA1;ANAPC16;Magnesium
BRCA1;ANAPC15;Magnesium
BRCA1;PHC1;Magnesium
BRCA1;PHC3;Magnesium
BRCA1;CUL7;Magnesium
BRCA1;PCGF2;Magnesium
BRCA1;UIMC1;Magnesium
PHC3;RAD51;Magnesium
PHC3;CUL7;Magnesium
PHC3;ANAPC15;Magnesium
PHC3;ANAPC10;Magnesium
PHC3;ANAPC13;Magnesium
PHC3;ANAPC4;Magnesium
PHC3;ANAPC16;Magnesium
PHC3;CDC27;Magnesium
PHC3;PCGF2;Magnesium
PHC3;PHC1;Magnesium
XRCC4;POLD1;Magnesium
XRCC4;ERCC5;Magnesium
XRCC4;LIG4;Magnesium
ANAPC13;PCGF2;Magnesium
ANAPC13;CUL7;Magnesium
ANAPC13;PHC1;Magnesium
ANAPC13;ANAPC15;Magnesium
ANAPC13;ANAPC16;Magnesium
ANAPC4;PCGF2;Magnesium
ANAPC4;PHC1;Magnesium
ANAPC4;CUL7;Magnesium
ANAPC4;ANAPC16;Magnesium
ANAPC4;ANAPC15;Magnesium
CDC27;PCGF2;Magnesium
CDC27;PHC1;Magnesium
CDC27;CUL7;Magnesium
CDC27;ANAPC15;Magnesium
CDC27;ANAPC16;Magnesium
ANAPC15;RAD51;Magnesium
ANAPC15;CUL7;Magnesium
ANAPC15;PCGF2;Magnesium
ANAPC15;PHC1;Magnesium
ANAPC15;CCNA2;Magnesium
ANAPC15;ANAPC10;Magnesium
ANAPC15;ANAPC16;Magnesium
PHC1;RAD51;Magnesium
PHC1;ANAPC16;Magnesium
PHC1;ANAPC10;Magnesium
PHC1;CUL7;Magnesium
PHC1;PCGF2;Magnesium
CUL7;RAD51;Magnesium
CUL7;ANAPC16;Magnesium
CUL7;PCGF2;Magnesium
CUL7;ANAPC10;Magnesium
POLD1;ERCC5;Magnesium
POLD1;MCM3;Magnesium
ANAPC16;RAD51;Magnesium
ANAPC16;PCGF2;Magnesium
ANAPC16;CCNA2;Magnesium
ANAPC16;ANAPC10;Magnesium
ANAPC10;PCGF2;Magnesium
POLD2;MCM3;Magnesium
PCGF2;RAD51;Magnesium
RECQL4;RAD51;Magnesium
LIG4;ERCC5;Magnesium
NT5C1A;UPP2;Magnesium
NT5C;UPP2;Magnesium
CMPK2;UCKL1;Magnesium
CMPK2;UCK1;Magnesium
NT5E;UPP2;Magnesium
PAPSS1;CDA;Magnesium
DCK;PNP;Magnesium
TK2;PNP;Magnesium
TK2;UPP2;Magnesium
APOBEC3F;A1CF;Magnesium
APOBEC3F;APOBEC3G;Magnesium
APOBEC3B;APOBEC3A;Magnesium
UPP1;UPP2;Magnesium
UPP1;UCK1;Magnesium
UPP1;UCKL1;Magnesium
UPP1;PNP;Magnesium
NT5C2;UPP2;Magnesium
UCKL1;UCK1;Magnesium
UCKL1;UCK2;Magnesium
UCKL1;CDA;Magnesium
UCKL1;UPP2;Magnesium
UCKL1;UPRT;Magnesium
NT5C1B;UPP2;Magnesium
CES1;CDA;Magnesium
CES1;CES2;Magnesium
PNP;DPYD;Magnesium
PNP;CDA;Magnesium
PNP;UPRT;Magnesium
PNP;TYMP;Magnesium
PNP;UPP2;Magnesium
UCK2;UPP2;Magnesium
UCK2;UCK1;Magnesium
DPYD;UPP2;Magnesium
UCK1;CDA;Magnesium
UCK1;UPP2;Magnesium
UCK1;UPRT;Magnesium
UPRT;UPP2;Magnesium
CDA;PAPSS2;Magnesium
CDA;CES2;Magnesium
CDA;DERA;Magnesium
CDA;UPP2;Magnesium
NT5M;UPP2;Magnesium
A1CF;APOBEC3G;Magnesium
TYMP;UPP2;Magnesium
NT5C3B;UPP2;Magnesium
NT5C1B-RDH14;UPP2;Magnesium
UPP2;NT5C3A;Magnesium
NME3;RRM2B;Magnesium
NME3;AK2;Magnesium
NME3;PKLR;Magnesium
NME3;PKM;Magnesium
NME3;GUK1;Magnesium
NME3;HDDC3;Magnesium
NME4;RRM2B;Magnesium
NME4;PKLR;Magnesium
NME4;PKM;Magnesium
NME4;AK2;Magnesium
NME4;HDDC3;Magnesium
NME4;GUK1;Magnesium
NT5C1A;GMPS;Magnesium
NT5C1A;GMPR;Magnesium
NT5C1A;GUK1;Magnesium
PDE1B;GMPS;Magnesium
PDE1B;GUK1;Magnesium
PDE1B;GMPR;Magnesium
PDE1B;ITPA;Magnesium
NT5C;GUK1;Magnesium
NT5C;GMPS;Magnesium
NT5C;GMPR;Magnesium
RRM2B;NME1-NME2;Magnesium
RRM2B;NME1;Magnesium
RRM2B;NME7;Magnesium
RRM2B;NME6;Magnesium
RRM2B;AK2;Magnesium
RRM2B;NME2;Magnesium
RRM2B;PKLR;Magnesium
RRM2B;PKM;Magnesium
RRM2B;HDDC3;Magnesium
RRM2B;GUK1;Magnesium
RRM2B;AK9;Magnesium
PDE6A;ITPA;Magnesium
PDE6A;HPRT1;Magnesium
PDE6A;GMPS;Magnesium
PDE6A;APRT;Magnesium
PDE6A;GMPR;Magnesium
PDE6A;GUK1;Magnesium
PDE6A;PDE6B;Magnesium
PDE6A;PDE6G;Magnesium
NT5E;GUK1;Magnesium
NT5E;GMPS;Magnesium
NT5E;GMPR;Magnesium
GMPR;ENTPD1;Magnesium
GMPR;PDE6H;Magnesium
GMPR;PDE6G;Magnesium
GMPR;NT5C3B;Magnesium
GMPR;ENTPD8;Magnesium
GMPR;PDE1C;Magnesium
GMPR;PDE9A;Magnesium
GMPR;PDE3A;Magnesium
GMPR;PDE6B;Magnesium
GMPR;PDE2A;Magnesium
GMPR;PDE6C;Magnesium
GMPR;PDE11A;Magnesium
GMPR;ENTPD3;Magnesium
GMPR;PDE5A;Magnesium
GMPR;PDE3B;Magnesium
GMPR;PDE10A;Magnesium
GMPR;NT5C1B-RDH14;Magnesium
GMPR;NT5C1B;Magnesium
GMPR;PDE1A;Magnesium
GMPR;PDE6D;Magnesium
GMPR;NT5C3A;Magnesium
GMPR;GUK1;Magnesium
GMPR;NT5C2;Magnesium
GMPR;ITPA;Magnesium
GMPR;NT5M;Magnesium
GMPR;HPRT1;Magnesium
GMPR;APRT;Magnesium
GMPR;GMPS;Magnesium
DGUOK;GUK1;Magnesium
PDE6H;ITPA;Magnesium
PDE6H;GMPS;Magnesium
PDE6H;APRT;Magnesium
PDE6H;HPRT1;Magnesium
PDE6H;GUK1;Magnesium
PDE3B;GUK1;Magnesium
PDE3B;GMPS;Magnesium
PDE3B;ITPA;Magnesium
PDE11A;GMPS;Magnesium
PDE11A;ITPA;Magnesium
PDE11A;GUK1;Magnesium
PDE6D;APRT;Magnesium
PDE6D;HPRT1;Magnesium
PDE6D;GMPS;Magnesium
PDE6D;ITPA;Magnesium
PDE6D;GUK1;Magnesium
PDE9A;GUK1;Magnesium
PDE9A;GMPS;Magnesium
PDE9A;HPRT1;Magnesium
PDE9A;ITPA;Magnesium
PDE9A;APRT;Magnesium
HPRT1;RRM1;Magnesium
HPRT1;PDE6C;Magnesium
HPRT1;PDE6G;Magnesium
HPRT1;PDE5A;Magnesium
HPRT1;PDE6B;Magnesium
HPRT1;ITPA;Magnesium
HPRT1;GUK1;Magnesium
HPRT1;GMPS;Magnesium
RRM1;AK2;Magnesium
RRM1;HDDC3;Magnesium
RRM1;PKLR;Magnesium
RRM1;PKM;Magnesium
RRM1;GUK1;Magnesium
CACNB3;CACNB4;Magnesium
ENTPD3;PKLR;Magnesium
ENTPD3;PKM;Magnesium
ENTPD3;HDDC3;Magnesium
ENTPD3;GMPS;Magnesium
ENTPD3;GUK1;Magnesium
PKM;ENTPD8;Magnesium
PKM;NME6;Magnesium
PKM;NME1-NME2;Magnesium
PKM;NME7;Magnesium
PKM;ENTPD1;Magnesium
PKM;HDDC3;Magnesium
PKM;AK9;Magnesium
PKM;PKLR;Magnesium
PKM;GUK1;Magnesium
PKM;NME1;Magnesium
PKM;RRM2;Magnesium
PKM;NME2;Magnesium
PKM;ITPA;Magnesium
PKM;AK2;Magnesium
PDE6G;PDE2A;Magnesium
PDE6G;ITPA;Magnesium
PDE6G;GMPS;Magnesium
PDE6G;APRT;Magnesium
PDE6G;GUK1;Magnesium
PDE6G;PDE5A;Magnesium
PDE6G;PDE6B;Magnesium
PDE2A;GMPS;Magnesium
PDE2A;GUK1;Magnesium
PDE2A;ITPA;Magnesium
PDE2A;PDE5A;Magnesium
NME1;AK2;Magnesium
NME1;PKLR;Magnesium
NME1;GUK1;Magnesium
NME1;HDDC3;Magnesium
NT5C2;GUK1;Magnesium
NT5C2;GMPS;Magnesium
PKLR;ENTPD1;Magnesium
PKLR;ENTPD8;Magnesium
PKLR;RRM2;Magnesium
PKLR;NME6;Magnesium
PKLR;NME2;Magnesium
PKLR;NME1-NME2;Magnesium
PKLR;NME7;Magnesium
PKLR;AK9;Magnesium
PKLR;HDDC3;Magnesium
PKLR;GUK1;Magnesium
PKLR;ITPA;Magnesium
PKLR;AK2;Magnesium
PDE5A;GMPS;Magnesium
PDE5A;ITPA;Magnesium
PDE5A;GUK1;Magnesium
PDE5A;APRT;Magnesium
PDE3A;GUK1;Magnesium
PDE3A;GMPS;Magnesium
PDE3A;ITPA;Magnesium
NT5C1B;GMPS;Magnesium
NT5C1B;GUK1;Magnesium
RRM2;AK2;Magnesium
RRM2;HDDC3;Magnesium
RRM2;GUK1;Magnesium
GUK1;PDE1A;Magnesium
GUK1;NT5C3B;Magnesium
GUK1;PDE1C;Magnesium
GUK1;NT5C3A;Magnesium
GUK1;ENTPD8;Magnesium
GUK1;ENTPD1;Magnesium
GUK1;PDE10A;Magnesium
GUK1;NT5M;Magnesium
GUK1;PDE6B;Magnesium
GUK1;NT5C1B-RDH14;Magnesium
GUK1;NME1-NME2;Magnesium
GUK1;PDE6C;Magnesium
GUK1;NME6;Magnesium
GUK1;NME7;Magnesium
GUK1;HDDC3;Magnesium
GUK1;ITPA;Magnesium
GUK1;AK9;Magnesium
GUK1;NME2;Magnesium
GUK1;APRT;Magnesium
GUK1;GMPS;Magnesium
PDE10A;GMPS;Magnesium
PDE10A;ITPA;Magnesium
NME7;AK2;Magnesium
NME7;HDDC3;Magnesium
ENTPD1;HDDC3;Magnesium
ENTPD1;GMPS;Magnesium
PDE6C;ITPA;Magnesium
PDE6C;GMPS;Magnesium
PDE6C;APRT;Magnesium
ENTPD8;HDDC3;Magnesium
ENTPD8;GMPS;Magnesium
APRT;PDE6B;Magnesium
APRT;ITPA;Magnesium
APRT;GMPS;Magnesium
ITPA;PDE6B;Magnesium
ITPA;PDE1A;Magnesium
ITPA;PDE1C;Magnesium
ITPA;GMPS;Magnesium
NT5M;GMPS;Magnesium
NME2;AK2;Magnesium
NME2;HDDC3;Magnesium
NME1-NME2;AK2;Magnesium
NME1-NME2;HDDC3;Magnesium
HDDC3;AK9;Magnesium
HDDC3;NME6;Magnesium
PDE1C;GMPS;Magnesium
NT5C3B;GMPS;Magnesium
PDE1A;GMPS;Magnesium
NME6;AK2;Magnesium
GMPS;NT5C1B-RDH14;Magnesium
GMPS;PDE6B;Magnesium
GMPS;NT5C3A;Magnesium
ATP6V1D;ATP6V0E2;Magnesium
ATP12A;ATP1B1;Magnesium
ATP6V1B1;ATP6V0E2;Magnesium
SYP;VAMP2;Magnesium
ATP6V0A1;ATP6V0E2;Magnesium
ATP6V0A4;ATP6V0E2;Magnesium
ATP6V0C;ATP6V0E2;Magnesium
CYP2C19;CYP2D6;Magnesium
CYP2C19;CYP3A4;Magnesium
CYP2D6;CYP3A4;Magnesium
ARF5;ARF1;Magnesium
NUDCD1;COPA;Magnesium
NUDCD1;COPG2;Magnesium
COPB1;TMED3;Magnesium
COPB1;DIPK2A;Magnesium
COPB1;TMED7;Magnesium
COPB1;SCYL1;Magnesium
COPB1;ARFGAP3;Magnesium
COPB1;ARFGAP2;Magnesium
COPB1;COPZ2;Magnesium
COPB1;ARF1;Magnesium
COPB1;COPG2;Magnesium
COPB1;COPZ1;Magnesium
COPB1;COPG1;Magnesium
COPB1;COPA;Magnesium
COPB1;COPE;Magnesium
COPB1;COPB2;Magnesium
COPB1;ARCN1;Magnesium
ARFGAP3;COPA;Magnesium
ARFGAP3;COPB2;Magnesium
ARCN1;DIPK2A;Magnesium
ARCN1;TMED3;Magnesium
ARCN1;TMED7;Magnesium
ARCN1;TMED10;Magnesium
ARCN1;SCYL1;Magnesium
ARCN1;COPZ2;Magnesium
ARCN1;COPG2;Magnesium
ARCN1;COPZ1;Magnesium
ARCN1;COPG1;Magnesium
ARCN1;COPE;Magnesium
ARCN1;COPB2;Magnesium
ARCN1;COPA;Magnesium
SCYL1;TMED3;Magnesium
SCYL1;COPG1;Magnesium
SCYL1;TMED7;Magnesium
SCYL1;COPZ2;Magnesium
SCYL1;COPE;Magnesium
SCYL1;DIPK2A;Magnesium
SCYL1;COPZ1;Magnesium
SCYL1;COPB2;Magnesium
SCYL1;COPA;Magnesium
SCYL1;COPG2;Magnesium
TMED3;DIPK2A;Magnesium
TMED3;COPA;Magnesium
TMED3;COPG1;Magnesium
TMED3;COPG2;Magnesium
TMED3;TMED7;Magnesium
TMED3;COPB2;Magnesium
TMED3;COPZ2;Magnesium
TMED3;COPZ1;Magnesium
TMED3;COPE;Magnesium
TMED3;TMED10;Magnesium
TMED10;TMED7;Magnesium
DIPK2A;COPE;Magnesium
DIPK2A;COPG1;Magnesium
DIPK2A;COPB2;Magnesium
DIPK2A;COPZ2;Magnesium
DIPK2A;COPA;Magnesium
DIPK2A;COPG2;Magnesium
DIPK2A;COPZ1;Magnesium
DIPK2A;TMED7;Magnesium
COPG1;TMED7;Magnesium
COPG1;COPG2;Magnesium
COPG1;COPZ2;Magnesium
COPG1;COPE;Magnesium
COPG1;COPA;Magnesium
COPG1;COPZ1;Magnesium
COPG1;COPB2;Magnesium
COPB2;TMED7;Magnesium
COPB2;ARFGAP2;Magnesium
COPB2;COPZ2;Magnesium
COPB2;COPA;Magnesium
COPB2;COPE;Magnesium
COPB2;COPZ1;Magnesium
COPB2;COPG2;Magnesium
COPA;TMED7;Magnesium
COPA;ARFGAP2;Magnesium
COPA;COPZ2;Magnesium
COPA;COPG2;Magnesium
COPA;COPE;Magnesium
COPA;COPZ1;Magnesium
GBF1;ARF1;Magnesium
SEC31A;TMED7;Magnesium
COPG2;TMED7;Magnesium
COPG2;COPZ2;Magnesium
COPG2;COPE;Magnesium
COPG2;COPZ1;Magnesium
TMED7;COPE;Magnesium
TMED7;COPZ2;Magnesium
TMED7;COPZ1;Magnesium
