Prot_A;Prot_B;Condition
ELL2;ELOB;cell_growth
ELL2;ELOC;cell_growth
ELL2;NELFCD;cell_growth
ELL2;NELFA;cell_growth
ELL2;RTF1;cell_growth
ELL2;ZC3H8;cell_growth
ELL2;ELOA;cell_growth
ELL2;CDC73;cell_growth
ELL2;LEO1;cell_growth
ELL2;NELFB;cell_growth
ELL2;CTR9;cell_growth
ELL2;NELFE;cell_growth
ELL2;ICE2;cell_growth
ELL2;ICE1;cell_growth
ELL2;ELL3;cell_growth
ELL2;SUPT5H;cell_growth
ELL2;ELL;cell_growth
ELL2;EAF2;cell_growth
ELL2;CCNT2;cell_growth
ELL2;CCNT1;cell_growth
ELL2;CDK9;cell_growth
ELL2;AFF1;cell_growth
ELL2;EAF1;cell_growth
ELL2;AFF4;cell_growth
ELL2;MLLT3;cell_growth
ELL2;MLLT1;cell_growth
ZC3H13;CDK9;cell_growth
ZC3H13;MED26;cell_growth
ZC3H13;MED12;cell_growth
ZC3H13;MED1;cell_growth
ZC3H13;MED13;cell_growth
ZC3H13;MED23;cell_growth
ZC3H13;POLR2A;cell_growth
MLLT1;CTDP1;cell_growth
MLLT1;TCEA1;cell_growth
MLLT1;ELP4;cell_growth
MLLT1;PEX2;cell_growth
MLLT1;NELFA;cell_growth
MLLT1;ELOB;cell_growth
MLLT1;NELFCD;cell_growth
MLLT1;ELOC;cell_growth
MLLT1;ZC3H8;cell_growth
MLLT1;ICE1;cell_growth
MLLT1;ELOA;cell_growth
MLLT1;ICE2;cell_growth
MLLT1;ERCC6;cell_growth
MLLT1;CTR9;cell_growth
MLLT1;LEO1;cell_growth
MLLT1;RTF1;cell_growth
MLLT1;EAF2;cell_growth
MLLT1;NELFE;cell_growth
MLLT1;NELFB;cell_growth
MLLT1;SUPT5H;cell_growth
MLLT1;CDC73;cell_growth
MLLT1;CCNT2;cell_growth
MLLT1;EAF1;cell_growth
MLLT1;ELL3;cell_growth
MLLT1;CCNT1;cell_growth
MLLT1;AFF1;cell_growth
MLLT1;CDK9;cell_growth
MLLT1;MLLT3;cell_growth
MLLT1;AFF4;cell_growth
MLLT1;ELL;cell_growth
CDK7;MED23;cell_growth
CDK7;MED26;cell_growth
CDK7;MED1;cell_growth
CDK7;GTF2F1;cell_growth
CDK7;MMS19;cell_growth
CDK7;GTF2B;cell_growth
CDK7;GTF2H3;cell_growth
CDK7;GTF2H4;cell_growth
CDK7;GTF2H2;cell_growth
CDK7;ERCC2;cell_growth
CDK7;GTF2H1;cell_growth
GTF2H4;MED1;cell_growth
GTF2H4;MED23;cell_growth
GTF2H4;MED26;cell_growth
GTF2H4;CCNT1;cell_growth
GTF2H4;CDK9;cell_growth
GTF2H4;CCNT2;cell_growth
GTF2H4;MMS19;cell_growth
GTF2H4;TCEA1;cell_growth
GTF2H4;POLR2A;cell_growth
GTF2H4;GTF2F1;cell_growth
GTF2H4;GTF2B;cell_growth
GTF2H4;MNAT1;cell_growth
GTF2H4;ERCC2;cell_growth
GTF2H4;GTF2H2;cell_growth
GTF2H4;GTF2H1;cell_growth
GTF2H4;GTF2H3;cell_growth
GTF2H4;ERCC3;cell_growth
GTF2H4;CCNH;cell_growth
MNAT1;MED1;cell_growth
MNAT1;MED23;cell_growth
MNAT1;MED26;cell_growth
MNAT1;MMS19;cell_growth
MNAT1;GTF2F1;cell_growth
MNAT1;GTF2B;cell_growth
MNAT1;GTF2H1;cell_growth
MNAT1;ERCC2;cell_growth
MNAT1;GTF2H2;cell_growth
MNAT1;GTF2H3;cell_growth
ICE2;ELOC;cell_growth
ICE2;ELOB;cell_growth
ICE2;ERCC6;cell_growth
ICE2;NELFA;cell_growth
ICE2;NELFE;cell_growth
ICE2;NELFCD;cell_growth
ICE2;LEO1;cell_growth
ICE2;RTF1;cell_growth
ICE2;NELFB;cell_growth
ICE2;CDC73;cell_growth
ICE2;CTR9;cell_growth
ICE2;CCNT2;cell_growth
ICE2;MLLT3;cell_growth
ICE2;CCNT1;cell_growth
ICE2;SUPT5H;cell_growth
ICE2;PEX2;cell_growth
ICE2;CDK9;cell_growth
ICE2;ELP4;cell_growth
ICE2;ELOA;cell_growth
ICE2;AFF1;cell_growth
ICE2;AFF4;cell_growth
ICE2;EAF2;cell_growth
ICE2;ELL3;cell_growth
ICE2;EAF1;cell_growth
ICE2;ELL;cell_growth
ICE2;ZC3H8;cell_growth
ICE2;ICE1;cell_growth
CCNT1;ZC3H8;cell_growth
CCNT1;PEX2;cell_growth
CCNT1;MMS19;cell_growth
CCNT1;ERCC6;cell_growth
CCNT1;ELP4;cell_growth
CCNT1;ERCC2;cell_growth
CCNT1;GTF2H2;cell_growth
CCNT1;ELOC;cell_growth
CCNT1;EAF2;cell_growth
CCNT1;ICE1;cell_growth
CCNT1;GTF2H3;cell_growth
CCNT1;NELFCD;cell_growth
CCNT1;GTF2H1;cell_growth
CCNT1;ELOB;cell_growth
CCNT1;EAF1;cell_growth
CCNT1;NELFA;cell_growth
CCNT1;NELFB;cell_growth
CCNT1;ELOA;cell_growth
CCNT1;ELL3;cell_growth
CCNT1;LARP7;cell_growth
CCNT1;MLLT3;cell_growth
CCNT1;ELL;cell_growth
CCNT1;AFF1;cell_growth
CCNT1;HEXIM1;cell_growth
ELOB;ZC3H8;cell_growth
ELOB;NELFB;cell_growth
ELOB;ICE1;cell_growth
ELOB;PEX2;cell_growth
ELOB;NELFCD;cell_growth
ELOB;SUPT5H;cell_growth
ELOB;AFF1;cell_growth
ELOB;RTF1;cell_growth
ELOB;EAF1;cell_growth
ELOB;NELFA;cell_growth
ELOB;ELL3;cell_growth
ELOB;EAF2;cell_growth
ELOB;MLLT3;cell_growth
ELOB;ERCC6;cell_growth
ELOB;AFF4;cell_growth
ELOB;ELP4;cell_growth
ELOB;ELL;cell_growth
ELOB;NELFE;cell_growth
ELOB;CCNT2;cell_growth
ELOB;CDK9;cell_growth
ELOB;LEO1;cell_growth
ELOB;BRD4;cell_growth
ELOB;CDC73;cell_growth
ELOB;CTR9;cell_growth
ELOB;ELOA;cell_growth
ELL;CTDP1;cell_growth
ELL;ELP4;cell_growth
ELL;NELFA;cell_growth
ELL;TCEA1;cell_growth
ELL;PEX2;cell_growth
ELL;NELFCD;cell_growth
ELL;ERCC6;cell_growth
ELL;ELOC;cell_growth
ELL;CDC73;cell_growth
ELL;LEO1;cell_growth
ELL;NELFE;cell_growth
ELL;RTF1;cell_growth
ELL;CTR9;cell_growth
ELL;ELOA;cell_growth
ELL;NELFB;cell_growth
ELL;SUPT5H;cell_growth
ELL;CCNT2;cell_growth
ELL;ZC3H8;cell_growth
ELL;ICE1;cell_growth
ELL;ELL3;cell_growth
ELL;CDK9;cell_growth
ELL;EAF2;cell_growth
ELL;EAF1;cell_growth
ELL;AFF1;cell_growth
ELL;MLLT3;cell_growth
ELL;AFF4;cell_growth
EP300;ERCC6;cell_growth
EP300;TCEA1;cell_growth
BRD4;MED1;cell_growth
BRD4;ELOC;cell_growth
MED26;CCNH;cell_growth
MED26;GTF2H2;cell_growth
MED26;GTF2H1;cell_growth
MED26;GTF2H3;cell_growth
MED26;ERCC2;cell_growth
MED26;GTF2F1;cell_growth
MED26;ERCC3;cell_growth
MED26;GTF2B;cell_growth
MED26;POLR2A;cell_growth
MED26;MED13;cell_growth
MED26;MED12;cell_growth
MED26;CDK8;cell_growth
MED26;MED23;cell_growth
MED26;MED1;cell_growth
CCNT2;MMS19;cell_growth
CCNT2;ERCC6;cell_growth
CCNT2;PEX2;cell_growth
CCNT2;ELOC;cell_growth
CCNT2;ZC3H8;cell_growth
CCNT2;ELP4;cell_growth
CCNT2;ERCC2;cell_growth
CCNT2;EAF2;cell_growth
CCNT2;NELFCD;cell_growth
CCNT2;ICE1;cell_growth
CCNT2;GTF2H3;cell_growth
CCNT2;GTF2H1;cell_growth
CCNT2;NELFA;cell_growth
CCNT2;ELOA;cell_growth
CCNT2;EAF1;cell_growth
CCNT2;NELFB;cell_growth
CCNT2;GTF2H2;cell_growth
CCNT2;MLLT3;cell_growth
CCNT2;AFF1;cell_growth
CCNT2;ELL3;cell_growth
CCNT2;HEXIM1;cell_growth
AFF4;TCEA1;cell_growth
AFF4;PEX2;cell_growth
AFF4;NELFCD;cell_growth
AFF4;ELP4;cell_growth
AFF4;ELOC;cell_growth
AFF4;ERCC6;cell_growth
AFF4;NELFA;cell_growth
AFF4;NELFB;cell_growth
AFF4;ZC3H8;cell_growth
AFF4;ICE1;cell_growth
AFF4;ELOA;cell_growth
AFF4;EAF2;cell_growth
AFF4;EAF1;cell_growth
AFF4;ELL3;cell_growth
AFF4;AFF1;cell_growth
AFF4;MLLT3;cell_growth
GTF2H1;TCEA1;cell_growth
GTF2H1;MED1;cell_growth
GTF2H1;MED23;cell_growth
GTF2H1;CDK9;cell_growth
GTF2H1;TP53;cell_growth
GTF2H1;MMS19;cell_growth
GTF2H1;GTF2B;cell_growth
GTF2H1;GTF2F1;cell_growth
GTF2H1;POLR2A;cell_growth
GTF2H1;GTF2H2;cell_growth
GTF2H1;ERCC2;cell_growth
GTF2H1;CCNH;cell_growth
GTF2H1;ERCC3;cell_growth
GTF2H1;GTF2H3;cell_growth
EAF2;CTDP1;cell_growth
EAF2;TCEA1;cell_growth
EAF2;CTR9;cell_growth
EAF2;NELFCD;cell_growth
EAF2;ERCC6;cell_growth
EAF2;ELP4;cell_growth
EAF2;PEX2;cell_growth
EAF2;NELFE;cell_growth
EAF2;NELFA;cell_growth
EAF2;NELFB;cell_growth
EAF2;ZC3H8;cell_growth
EAF2;CDC73;cell_growth
EAF2;RTF1;cell_growth
EAF2;ELOC;cell_growth
EAF2;LEO1;cell_growth
EAF2;CDK9;cell_growth
EAF2;ICE1;cell_growth
EAF2;AFF1;cell_growth
EAF2;MLLT3;cell_growth
EAF2;ELOA;cell_growth
EAF2;SUPT5H;cell_growth
EAF2;EAF1;cell_growth
EAF2;ELL3;cell_growth
GTF2H2;MED1;cell_growth
GTF2H2;MED23;cell_growth
GTF2H2;CDK9;cell_growth
GTF2H2;MMS19;cell_growth
GTF2H2;TCEA1;cell_growth
GTF2H2;POLR2A;cell_growth
GTF2H2;GTF2F1;cell_growth
GTF2H2;GTF2B;cell_growth
GTF2H2;GTF2H3;cell_growth
GTF2H2;CCNH;cell_growth
GTF2H2;ERCC3;cell_growth
GTF2H2;ERCC2;cell_growth
ERCC3;MED23;cell_growth
ERCC3;MED1;cell_growth
ERCC3;TCEA1;cell_growth
ERCC3;MMS19;cell_growth
ERCC3;GTF2F1;cell_growth
ERCC3;GTF2H3;cell_growth
ERCC3;ERCC2;cell_growth
ERCC3;GTF2B;cell_growth
ICE1;ELOC;cell_growth
ICE1;ELP4;cell_growth
ICE1;LEO1;cell_growth
ICE1;NELFCD;cell_growth
ICE1;NELFA;cell_growth
ICE1;PEX2;cell_growth
ICE1;RTF1;cell_growth
ICE1;CDC73;cell_growth
ICE1;MLLT3;cell_growth
ICE1;ERCC6;cell_growth
ICE1;NELFE;cell_growth
ICE1;CTR9;cell_growth
ICE1;CDK9;cell_growth
ICE1;AFF1;cell_growth
ICE1;ELOA;cell_growth
ICE1;NELFB;cell_growth
ICE1;SUPT5H;cell_growth
ICE1;EAF1;cell_growth
ICE1;ELL3;cell_growth
ICE1;ZC3H8;cell_growth
LEO1;PEX2;cell_growth
LEO1;ZC3H8;cell_growth
LEO1;NELFCD;cell_growth
LEO1;ELP4;cell_growth
LEO1;NELFA;cell_growth
LEO1;ELL3;cell_growth
LEO1;EAF1;cell_growth
LEO1;ELOC;cell_growth
LEO1;MLLT3;cell_growth
LEO1;AFF1;cell_growth
LEO1;NELFB;cell_growth
LEO1;TCEA1;cell_growth
LEO1;ELOA;cell_growth
LEO1;ERCC6;cell_growth
MED1;ERCC2;cell_growth
MED1;GTF2H3;cell_growth
MED1;GTF2F1;cell_growth
MED1;CCNH;cell_growth
MED1;POLR2A;cell_growth
MED1;CDK8;cell_growth
MED1;MED13;cell_growth
MED1;MED23;cell_growth
MED1;MED12;cell_growth
HEXIM2;CDK9;cell_growth
HEXIM2;HEXIM1;cell_growth
MEPCE;SART3;cell_growth
MEPCE;CDK9;cell_growth
MEPCE;LARP7;cell_growth
MEPCE;HEXIM1;cell_growth
ELL3;ELP4;cell_growth
ELL3;PEX2;cell_growth
ELL3;NELFA;cell_growth
ELL3;ERCC6;cell_growth
ELL3;NELFCD;cell_growth
ELL3;ELOC;cell_growth
ELL3;ELOA;cell_growth
ELL3;RTF1;cell_growth
ELL3;CDC73;cell_growth
ELL3;CTR9;cell_growth
ELL3;ZC3H8;cell_growth
ELL3;NELFE;cell_growth
ELL3;NELFB;cell_growth
ELL3;SUPT5H;cell_growth
ELL3;CDK9;cell_growth
ELL3;EAF1;cell_growth
ELL3;MLLT3;cell_growth
ELL3;AFF1;cell_growth
HEXIM1;CDK9;cell_growth
HEXIM1;LARP7;cell_growth
NELFB;ERCC6;cell_growth
NELFB;EAF1;cell_growth
NELFB;PEX2;cell_growth
NELFB;ELP4;cell_growth
NELFB;ELOC;cell_growth
NELFB;MLLT3;cell_growth
NELFB;AFF1;cell_growth
NELFB;ELOA;cell_growth
NELFB;ZC3H8;cell_growth
NELFB;RTF1;cell_growth
NELFB;CDC73;cell_growth
NELFB;POLR2A;cell_growth
NELFB;CTR9;cell_growth
NELFB;CDK9;cell_growth
NELFB;NELFE;cell_growth
NELFB;NELFA;cell_growth
NELFB;SUPT5H;cell_growth
NELFB;NELFCD;cell_growth
DDX21;ERCC6;cell_growth
DDX21;LARP7;cell_growth
ERCC6;PEX2;cell_growth
ERCC6;EAF1;cell_growth
ERCC6;NELFA;cell_growth
ERCC6;ELP4;cell_growth
ERCC6;NELFCD;cell_growth
ERCC6;ZC3H8;cell_growth
ERCC6;NELFE;cell_growth
ERCC6;AFF1;cell_growth
ERCC6;CDK9;cell_growth
ERCC6;MLLT3;cell_growth
ERCC6;RTF1;cell_growth
ERCC6;TCEA1;cell_growth
ERCC6;ELOC;cell_growth
ERCC6;SUPT5H;cell_growth
ERCC6;ELOA;cell_growth
ERCC6;CDC73;cell_growth
ERCC6;CTR9;cell_growth
ERCC6;POLR2A;cell_growth
PEX2;SUPT5H;cell_growth
PEX2;NELFA;cell_growth
PEX2;EAF1;cell_growth
PEX2;NELFE;cell_growth
PEX2;AFF1;cell_growth
PEX2;RTF1;cell_growth
PEX2;CDK9;cell_growth
PEX2;ZC3H8;cell_growth
PEX2;ELOA;cell_growth
PEX2;MLLT3;cell_growth
PEX2;NELFCD;cell_growth
PEX2;CDC73;cell_growth
PEX2;CTR9;cell_growth
PEX2;ELOC;cell_growth
PEX2;ELP4;cell_growth
CTR9;EAF1;cell_growth
CTR9;NELFCD;cell_growth
CTR9;ELP4;cell_growth
CTR9;ZC3H8;cell_growth
CTR9;MLLT3;cell_growth
CTR9;AFF1;cell_growth
CTR9;ELOC;cell_growth
CTR9;NELFA;cell_growth
CTR9;TCEA1;cell_growth
CTR9;ELOA;cell_growth
CDC73;EAF1;cell_growth
CDC73;ELP4;cell_growth
CDC73;NELFCD;cell_growth
CDC73;ZC3H8;cell_growth
CDC73;ELOC;cell_growth
CDC73;AFF1;cell_growth
CDC73;NELFA;cell_growth
CDC73;ELOA;cell_growth
CDC73;MLLT3;cell_growth
CDC73;TCEA1;cell_growth
MED23;GTF2H3;cell_growth
MED23;ERCC2;cell_growth
MED23;CCNH;cell_growth
MED23;GTF2F1;cell_growth
MED23;GTF2B;cell_growth
MED23;POLR2A;cell_growth
MED23;CDK8;cell_growth
MED23;MED13;cell_growth
MED23;MED12;cell_growth
GTF2B;CCNH;cell_growth
GTF2B;GTF2H3;cell_growth
GTF2B;TCEA1;cell_growth
GTF2B;ERCC2;cell_growth
GTF2B;POLR2A;cell_growth
GTF2B;GTF2F1;cell_growth
MMS19;CDK9;cell_growth
MMS19;GTF2H3;cell_growth
MMS19;CCNH;cell_growth
MMS19;ERCC2;cell_growth
CDK9;ELP4;cell_growth
CDK9;ZC3H8;cell_growth
CDK9;ELOC;cell_growth
CDK9;NELFCD;cell_growth
CDK9;GTF2H3;cell_growth
CDK9;ERCC2;cell_growth
CDK9;NELFA;cell_growth
CDK9;ELOA;cell_growth
CDK9;EAF1;cell_growth
CDK9;MLLT3;cell_growth
CDK9;LARP7;cell_growth
CDK9;MED12;cell_growth
CDK9;AFF1;cell_growth
MED12;MED13;cell_growth
MED12;CDK8;cell_growth
NELFE;EAF1;cell_growth
NELFE;ELOC;cell_growth
NELFE;ELP4;cell_growth
NELFE;ZC3H8;cell_growth
NELFE;MLLT3;cell_growth
NELFE;ELOA;cell_growth
NELFE;AFF1;cell_growth
NELFE;NELFCD;cell_growth
MLLT3;CTDP1;cell_growth
MLLT3;TCEA1;cell_growth
MLLT3;ELP4;cell_growth
MLLT3;NELFA;cell_growth
MLLT3;NELFCD;cell_growth
MLLT3;ELOC;cell_growth
MLLT3;ZC3H8;cell_growth
MLLT3;ELOA;cell_growth
MLLT3;RTF1;cell_growth
MLLT3;SUPT5H;cell_growth
MLLT3;EAF1;cell_growth
MLLT3;AFF1;cell_growth
CDK8;MED13;cell_growth
RTF1;ZC3H8;cell_growth
RTF1;NELFCD;cell_growth
RTF1;EAF1;cell_growth
RTF1;ELOC;cell_growth
RTF1;ELP4;cell_growth
RTF1;ELOA;cell_growth
RTF1;AFF1;cell_growth
RTF1;NELFA;cell_growth
RTF1;TCEA1;cell_growth
ERCC2;POLR2A;cell_growth
ERCC2;TCEA1;cell_growth
ERCC2;GTF2F1;cell_growth
ERCC2;CCNH;cell_growth
ERCC2;GTF2H3;cell_growth
GTF2F1;CCNH;cell_growth
GTF2F1;TCEA1;cell_growth
GTF2F1;POLR2A;cell_growth
GTF2F1;GTF2H3;cell_growth
GTF2F1;CTDP1;cell_growth
AFF1;NELFCD;cell_growth
AFF1;ELOC;cell_growth
AFF1;ELP4;cell_growth
AFF1;NELFA;cell_growth
AFF1;ZC3H8;cell_growth
AFF1;ELOA;cell_growth
AFF1;SUPT5H;cell_growth
AFF1;EAF1;cell_growth
ELP4;EAF1;cell_growth
ELP4;ZC3H8;cell_growth
ELP4;ELOC;cell_growth
ELP4;NELFCD;cell_growth
ELP4;NELFA;cell_growth
ELP4;SUPT5H;cell_growth
ELP4;ELOA;cell_growth
EAF1;CTDP1;cell_growth
EAF1;TCEA1;cell_growth
EAF1;NELFCD;cell_growth
EAF1;NELFA;cell_growth
EAF1;ZC3H8;cell_growth
EAF1;ELOC;cell_growth
EAF1;ELOA;cell_growth
EAF1;SUPT5H;cell_growth
ZC3H8;LARP7;cell_growth
ZC3H8;NELFA;cell_growth
ZC3H8;ELOC;cell_growth
ZC3H8;NELFCD;cell_growth
ZC3H8;ELOA;cell_growth
ZC3H8;SUPT5H;cell_growth
ELOA;NELFCD;cell_growth
ELOA;NELFA;cell_growth
ELOA;SUPT5H;cell_growth
ELOA;ELOC;cell_growth
TCEA1;CTDP1;cell_growth
TCEA1;GTF2H3;cell_growth
TCEA1;SUPT5H;cell_growth
TCEA1;POLR2A;cell_growth
GTF2H3;POLR2A;cell_growth
GTF2H3;CCNH;cell_growth
NELFA;ELOC;cell_growth
NELFA;POLR2A;cell_growth
NELFA;SUPT5H;cell_growth
NELFA;NELFCD;cell_growth
POLR2A;NELFCD;cell_growth
SUPT5H;ELOC;cell_growth
SUPT5H;NELFCD;cell_growth
NELFCD;ELOC;cell_growth
RAC2;ELMO2;cell_growth
LAMTOR5;SMCR8;cell_growth
LAMTOR5;C9orf72;cell_growth
LAMTOR5;WDR41;cell_growth
LAMTOR5;ELMO1;cell_growth
LAMTOR5;RIC1;cell_growth
LAMTOR5;RGP1;cell_growth
DOCK5;ELMO2;cell_growth
DOCK5;ELMO1;cell_growth
LAMTOR1;ELMO1;cell_growth
LAMTOR1;C9orf72;cell_growth
LAMTOR1;SMCR8;cell_growth
LAMTOR1;WDR41;cell_growth
LAMTOR1;RGP1;cell_growth
LAMTOR1;RIC1;cell_growth
ELMO2;RAC3;cell_growth
ELMO2;DOCK4;cell_growth
ELMO2;ELMO3;cell_growth
ELMO2;ADGRB1;cell_growth
ELMO2;RHOG;cell_growth
WDR41;ELMO1;cell_growth
WDR41;LAMTOR4;cell_growth
WDR41;RGP1;cell_growth
WDR41;RIC1;cell_growth
WDR41;LAMTOR2;cell_growth
WDR41;LAMTOR3;cell_growth
WDR41;SMCR8;cell_growth
WDR41;C9orf72;cell_growth
ELMO1;RGP1;cell_growth
ELMO1;SMCR8;cell_growth
ELMO1;C9orf72;cell_growth
ELMO1;RIC1;cell_growth
ELMO1;LAMTOR3;cell_growth
ELMO1;LAMTOR4;cell_growth
ELMO1;LAMTOR2;cell_growth
ELMO1;FGR;cell_growth
ELMO1;DOCK4;cell_growth
ELMO1;ELMO3;cell_growth
ELMO1;RHOG;cell_growth
RHOG;ELMO3;cell_growth
LAMTOR4;SMCR8;cell_growth
LAMTOR4;C9orf72;cell_growth
LAMTOR4;RIC1;cell_growth
LAMTOR4;RGP1;cell_growth
LAMTOR2;SMCR8;cell_growth
LAMTOR2;C9orf72;cell_growth
LAMTOR2;RGP1;cell_growth
LAMTOR2;RIC1;cell_growth
FGR;DOCK2;cell_growth
RGP1;C9orf72;cell_growth
RGP1;SMCR8;cell_growth
RGP1;LAMTOR3;cell_growth
RGP1;RIC1;cell_growth
SMCR8;LAMTOR3;cell_growth
SMCR8;RIC1;cell_growth
SMCR8;C9orf72;cell_growth
DOCK4;ELMO3;cell_growth
RIC1;C9orf72;cell_growth
RIC1;LAMTOR3;cell_growth
LAMTOR3;C9orf72;cell_growth
MED31;CCNH;cell_growth
MED31;MED13;cell_growth
MED31;CDK8;cell_growth
MED31;POLR2A;cell_growth
MED31;MED24;cell_growth
MED31;MED30;cell_growth
MED31;MED11;cell_growth
MED31;MED16;cell_growth
MED31;MED1;cell_growth
MED31;MED23;cell_growth
MED31;MED8;cell_growth
MED31;MED9;cell_growth
MED31;MED27;cell_growth
MED31;MED4;cell_growth
MED31;MED10;cell_growth
MED31;MED12;cell_growth
MED31;MED14;cell_growth
MED31;MED26;cell_growth
MED31;MED7;cell_growth
MED31;MED28;cell_growth
MED31;MED6;cell_growth
MED31;MED18;cell_growth
MED31;MED17;cell_growth
MED31;MED21;cell_growth
KAT2A;MED16;cell_growth
KAT2A;MED17;cell_growth
KAT2A;MED1;cell_growth
MED28;MED7;cell_growth
MED28;MED27;cell_growth
MED28;MED6;cell_growth
MED28;MED16;cell_growth
MED28;MED11;cell_growth
MED28;MED18;cell_growth
MED28;MED17;cell_growth
MED28;MED24;cell_growth
MED28;MED14;cell_growth
MED28;MED21;cell_growth
MED28;MED10;cell_growth
MED28;MED30;cell_growth
MED28;MED9;cell_growth
MED28;MED4;cell_growth
MED28;MED8;cell_growth
MED17;PPARGC1B;cell_growth
MED17;THRAP3;cell_growth
MED17;CCNH;cell_growth
MED17;POLR2A;cell_growth
MED17;MED13;cell_growth
MED17;MED9;cell_growth
MED17;MED23;cell_growth
MED17;MED24;cell_growth
MED17;MED30;cell_growth
MED17;MED12;cell_growth
MED17;MED8;cell_growth
MED17;MED4;cell_growth
MED17;MED21;cell_growth
MED17;MED1;cell_growth
MED17;MED6;cell_growth
MED17;MED11;cell_growth
MED17;MED14;cell_growth
MED17;MED10;cell_growth
MED17;MED27;cell_growth
MED17;MED16;cell_growth
MED17;CDK8;cell_growth
MED17;MED18;cell_growth
MED17;MED26;cell_growth
MED17;MED7;cell_growth
MED10;CCNH;cell_growth
MED10;POLR2A;cell_growth
MED10;MED13;cell_growth
MED10;CDK8;cell_growth
MED10;MED1;cell_growth
MED10;MED23;cell_growth
MED10;MED24;cell_growth
MED10;MED4;cell_growth
MED10;MED9;cell_growth
MED10;MED8;cell_growth
MED10;MED30;cell_growth
MED10;MED12;cell_growth
MED10;MED14;cell_growth
MED10;MED6;cell_growth
MED10;MED11;cell_growth
MED10;MED21;cell_growth
MED10;MED7;cell_growth
MED10;MED26;cell_growth
MED10;MED16;cell_growth
MED10;MED18;cell_growth
MED10;MED27;cell_growth
MED4;CCNH;cell_growth
MED4;PPARGC1B;cell_growth
MED4;THRAP3;cell_growth
MED4;POLR2A;cell_growth
MED4;CDK8;cell_growth
MED4;MED13;cell_growth
MED4;MED16;cell_growth
MED4;MED27;cell_growth
MED4;MED24;cell_growth
MED4;MED18;cell_growth
MED4;MED7;cell_growth
MED4;MED26;cell_growth
MED4;MED23;cell_growth
MED4;MED12;cell_growth
MED4;MED30;cell_growth
MED4;MED9;cell_growth
MED4;MED8;cell_growth
MED4;MED6;cell_growth
MED4;MED11;cell_growth
MED4;MED1;cell_growth
MED4;MED14;cell_growth
MED4;MED21;cell_growth
BRD4;MED14;cell_growth
MED26;PPARGC1B;cell_growth
MED26;THRAP3;cell_growth
MED26;MED24;cell_growth
MED26;MED16;cell_growth
MED26;MED8;cell_growth
MED26;MED27;cell_growth
MED26;MED11;cell_growth
MED26;MED9;cell_growth
MED26;MED18;cell_growth
MED26;MED7;cell_growth
MED26;MED6;cell_growth
MED26;MED14;cell_growth
MED26;MED21;cell_growth
MED26;MED30;cell_growth
MED9;CCNH;cell_growth
MED9;POLR2A;cell_growth
MED9;MED12;cell_growth
MED9;MED13;cell_growth
MED9;CDK8;cell_growth
MED9;MED27;cell_growth
MED9;MED23;cell_growth
MED9;MED14;cell_growth
MED9;MED24;cell_growth
MED9;MED6;cell_growth
MED9;MED11;cell_growth
MED9;MED16;cell_growth
MED9;MED8;cell_growth
MED9;MED30;cell_growth
MED9;MED1;cell_growth
MED9;MED18;cell_growth
MED9;MED21;cell_growth
MED9;MED7;cell_growth
MED21;CCNH;cell_growth
MED21;THRAP3;cell_growth
MED21;PPARGC1B;cell_growth
MED21;POLR2A;cell_growth
MED21;MED13;cell_growth
MED21;MED24;cell_growth
MED21;MED1;cell_growth
MED21;MED23;cell_growth
MED21;MED27;cell_growth
MED21;CDK8;cell_growth
MED21;MED6;cell_growth
MED21;MED11;cell_growth
MED21;MED14;cell_growth
MED21;MED30;cell_growth
MED21;MED12;cell_growth
MED21;MED8;cell_growth
MED21;MED16;cell_growth
MED21;MED18;cell_growth
MED21;MED7;cell_growth
MED7;CCNH;cell_growth
MED7;MED13;cell_growth
MED7;MED12;cell_growth
MED7;POLR2A;cell_growth
MED7;MED23;cell_growth
MED7;MED24;cell_growth
MED7;CDK8;cell_growth
MED7;MED30;cell_growth
MED7;MED1;cell_growth
MED7;MED16;cell_growth
MED7;MED8;cell_growth
MED7;MED6;cell_growth
MED7;MED11;cell_growth
MED7;MED14;cell_growth
MED7;MED27;cell_growth
MED7;MED18;cell_growth
MED8;CCNH;cell_growth
MED8;PPARGC1B;cell_growth
MED8;THRAP3;cell_growth
MED8;POLR2A;cell_growth
MED8;MED13;cell_growth
MED8;MED23;cell_growth
MED8;MED24;cell_growth
MED8;CDK8;cell_growth
MED8;MED16;cell_growth
MED8;MED27;cell_growth
MED8;MED14;cell_growth
MED8;MED18;cell_growth
MED8;MED1;cell_growth
MED8;MED6;cell_growth
MED8;MED11;cell_growth
MED8;MED12;cell_growth
MED8;MED30;cell_growth
MED27;CCNH;cell_growth
MED27;POLR2A;cell_growth
MED27;CDK8;cell_growth
MED27;MED13;cell_growth
MED27;MED23;cell_growth
MED27;MED6;cell_growth
MED27;MED12;cell_growth
MED27;MED30;cell_growth
MED27;MED11;cell_growth
MED27;MED1;cell_growth
MED27;MED14;cell_growth
MED27;MED24;cell_growth
MED27;MED18;cell_growth
MED27;MED16;cell_growth
MED11;CCNH;cell_growth
MED11;PPARGC1B;cell_growth
MED11;THRAP3;cell_growth
MED11;POLR2A;cell_growth
MED11;MED13;cell_growth
MED11;CDK8;cell_growth
MED11;MED23;cell_growth
MED11;MED24;cell_growth
