Prot_A;Prot_B
RPL13;RPS16
RPL13;RPL34
RPL13;RPS18
RPL13;RPS17
RPL13;RPL30
RPL13;RPS4X
RPL13;RPS7
RPL13;RPL4
RPL13;RPS5
RPL13;RPS28
RPL13;RPS25
RPL13;RPL10A
RPL13;RPS20
RPL13;RPL23A
RPL13;RPL17
RPL13;RPS15
RPL13;RPS2
RPL13;RPS8
RPL13;RPL24
RPL13;RPL37A
RPL13;UBA52
RPL13;RPS6
RPL13;RPL26
RPL13;RPL28
RPL13;RPS27
RPL13;RPL31
RPL13;RPL3
RPL13;RPL35A
RPL13;RPS26
RPL13;RPL21
RPL13;RPL14
RPL13;RPS29
RPL13;RPL12
RPL13;RPS14
RPL13;RPS9
RPL13;RPL38
RPL13;RPL13A
RPL13;FAU
RPL13;RPL22
RPL13;RPL27
RPL13;RPL32
RPL13;RPLP0
RPL13;RPS13
RPL13;RPS3A
RPL15;RRP1
RPL15;TMA16
RPL15;GNL3
RPL15;LYAR
RPL15;RRP1B
RPL15;RSL1D1
RPL15;NOC2L
RPL15;EBNA1BP2
RPL15;RPF1
RPL15;EEF1A1
RPL15;RPL36A
RPL15;RPL39
RPL15;RPL11
RPL15;RPS24
RPL15;RPL7
RPL15;RPL9
RPL15;RPL18
RPL15;RPS21
RPL15;RPL7A
RPL15;RPL27A
RPL15;RPS10
RPL15;RPL36
RPL15;RPL6
RPL15;RPS19
RPL15;RPL23
RPL15;RPSA
RPL15;RACK1
RPL15;RPL34
RPL15;RPS18
RPL15;RPL5
RPL15;RPS16
RPL15;RPS17
RPL15;RPL30
RPL15;RPS4X
RPL15;RPS7
RPL15;RPL4
RPL15;RPS28
RPL15;RPS5
RPL15;RPL10A
RPL15;RPS25
RPL15;RPL23A
RPL15;RPL17
RPL15;RPS20
RPL15;RPL24
RPL15;RPL37A
RPL15;RPS15
RPL15;RPS2
RPL15;RPS8
RPL15;UBA52
RPL15;RPS6
RPL15;RPL26
RPL15;RPL31
RPL15;RPL3
RPL15;RPL28
RPL15;RPS27
RPL15;RPL35A
RPL15;RPS26
RPL15;RPL14
RPL15;RPL21
RPL15;RPS29
RPL15;RPS14
RPL15;RPL12
RPL15;RPS15A
RPL15;RPS9
RPL15;RPL38
RPL15;RPL13A
RPL15;RPL22
RPL15;RPL27
RPL15;FAU
RPL15;RPL32
RPL15;RPLP0
RPL15;RPS13
RPL15;RPS3A
RPL38;TMA16
RPL38;GNL3
RPL38;LYAR
RPL38;NOC2L
RPL38;EBNA1BP2
RPL38;RSL1D1
RPL38;RPF1
RPL38;EEF1A1
RPL38;RPS4X
RPL38;RPL7
RPL38;RPS21
RPL38;RPL9
RPL38;RPL18
RPL38;RPS24
RPL38;RPL11
RPL38;RPL27A
RPL38;RPS10
RPL38;RPL7A
RPL38;RPL6
RPL38;RPL36
RPL38;RACK1
RPL38;RPSA
RPL38;RPL23
RPL38;RPS19
RPL38;RPL34
RPL38;RPS18
RPL38;RPS16
RPL38;RPL5
RPL38;RPL30
RPL38;RPS17
RPL38;RPS28
RPL38;RPS5
RPL38;RPL4
RPL38;RPS7
RPL38;RPL23A
RPL38;RPL17
RPL38;RPS20
RPL38;RPL10A
RPL38;RPS25
RPL38;UBA52
RPL38;RPS6
RPL38;RPL26
RPL38;RPL24
RPL38;RPL37A
RPL38;RPS8
RPL38;RPS15
RPL38;RPS2
RPL38;RPL35A
RPL38;RPL3
RPL38;RPL31
RPL38;RPL28
RPL38;RPS27
RPL38;RPS26
RPL38;RPS29
RPL38;RPL14
RPL38;RPL21
RPL38;RPS15A
RPL38;RPS14
RPL38;RPL12
RPL38;RPL39
RPL38;RPL13A
RPL38;RPS9
RPL38;RPLP0
RPL38;RPL32
RPL38;RPL22
RPL38;RPL27
RPL38;FAU
RPL38;RPL36A
RPL38;RPS3A
RPL38;RPS13
RPL4;TMA16
RPL4;RRP1
RPL4;LYAR
RPL4;RRP7A
RPL4;GNL3
RPL4;NOC2L
RPL4;RPF1
RPL4;EBNA1BP2
RPL4;RRP1B
RPL4;RSL1D1
RPL4;RPL36A
RPL4;RPL39
RPL4;EEF1A1
RPL4;RPS15A
RPL4;RPL28
RPL4;RPS27
RPL4;RPL3
RPL4;RPL31
RPL4;RPL35A
RPL4;RPS26
RPL4;RPL21
RPL4;RPL14
RPL4;RPS29
RPL4;RPL12
RPL4;RPS14
RPL4;RPS9
RPL4;RPL13A
RPL4;FAU
RPL4;RPL22
RPL4;RPL27
RPL4;RPL32
RPL4;RPLP0
RPL4;RPS3A
RPL4;RPS13
RPL4;RPS24
RPL4;RPL11
RPL4;RPS21
RPL4;RPL18
RPL4;RPL9
RPL4;RPL7
RPL4;RPL6
RPL4;RPL36
RPL4;RPS10
RPL4;RPL27A
RPL4;RPL7A
RPL4;RPL23
RPL4;RPS19
RPL4;RACK1
RPL4;RPSA
RPL4;RPS16
RPL4;RPL5
RPL4;RPL34
RPL4;RPS18
RPL4;RPL30
RPL4;RPS17
RPL4;RPS7
RPL4;RPS4X
RPL4;RPS5
RPL4;RPS28
RPL4;RPS25
RPL4;RPL10A
RPL4;RPS20
RPL4;RPL23A
RPL4;RPL17
RPL4;RPS8
RPL4;RPS2
RPL4;RPS15
RPL4;RPL24
RPL4;RPL37A
RPL4;RPS6
RPL4;UBA52
RPL4;RPL26
NOC2L;RPL26
NOC2L;RPL22
NOC2L;RPL13A
NOC2L;RPL17
NOC2L;RPL3
NOC2L;RPL21
NOC2L;RPL34
NOC2L;RPL35A
NOC2L;RPL30
NOC2L;RPL9
NOC2L;RPL36
NOC2L;RPL27
NOC2L;RPL31
NOC2L;RPL14
NOC2L;RPL32
NOC2L;RPL7
NOC2L;RPL6
NOC2L;RPL18
NOC2L;RPL23
NOC2L;RPLP0
NOC2L;RPL23A
NOC2L;RPL7A
NOC2L;GNL3
NOC2L;RPF1
NOC2L;EBNA1BP2
NOC2L;RSL1D1
PRKRA;LYAR
RPS15A;LYAR
RPS15A;BUD23
RPS15A;RRP7A
RPS15A;WDR43
RPS15A;EEF1A1
RPS15A;RPL36A
RPS15A;RPL22
RPS15A;UBA52
RPS15A;RPL3
RPS15A;RPL17
RPS15A;RPL10A
RPS15A;RPL37A
RPS15A;RPL18
RPS15A;RPL7
RPS15A;RPL13A
RPS15A;RPLP0
RPS15A;RPL28
RPS15A;RPL24
RPS15A;RPL36
RPS15A;RPL12
RPS15A;RPS14
RPS15A;RPL39
RPS15A;RPS9
RPS15A;RPL32
RPS15A;FAU
RPS15A;RPL27
RPS15A;RPS13
RPS15A;RPS3A
RPS15A;RPL35A
RPS15A;RPS27
RPS15A;RPL31
RPS15A;RPS26
RPS15A;RPS29
RPS15A;RPL21
RPS15A;RPL14
RPS15A;RPS17
RPS15A;RPL30
RPS15A;RPS5
RPS15A;RPS28
RPS15A;RPS7
RPS15A;RPS4X
RPS15A;RPS20
RPS15A;RPL23A
RPS15A;RPS25
RPS15A;RPS6
RPS15A;RPL26
RPS15A;RPS2
RPS15A;RPS15
RPS15A;RPS8
RPS15A;RPL9
RPS15A;RPS21
RPS15A;RPS24
RPS15A;RPL11
RPS15A;RPL6
RPS15A;RPL7A
RPS15A;RPS10
RPS15A;RPL27A
RPS15A;RPSA
RPS15A;RACK1
RPS15A;RPS19
RPS15A;RPL23
RPS15A;RPL5
RPS15A;RPS16
RPS15A;RPL34
RPS15A;RPS18
RRP7A;RPS17
RRP7A;FAU
RRP7A;RPS4X
RRP7A;RPS18
RRP7A;RPS27
RRP7A;RPS19
RRP7A;RPS14
RRP7A;RSL1D1
RRP7A;RPS16
RRP7A;RPS8
RRP7A;RPS28
RRP7A;RPS24
RRP7A;RPS3A
RRP7A;RPS6
RRP7A;RPS7
RRP7A;RPS5
RRP7A;RPS13
RRP7A;RPS9
RRP7A;WDR43
RRS1;RPL32
RRS1;RPL37A
RRS1;RPL23A
RRS1;RPL5
RRS1;RPL11
RRS1;RSL1D1
RRS1;EBNA1BP2
EEF1A1;LYAR
EEF1A1;RPL36A
EEF1A1;RPS21
EEF1A1;RPS29
EEF1A1;RPL36
EEF1A1;RPL39
EEF1A1;UBA52
EEF1A1;RPS10
EEF1A1;RPL23
EEF1A1;FAU
EEF1A1;RPL26
EEF1A1;RPS17
EEF1A1;RPS26
EEF1A1;RPL28
EEF1A1;RPL34
EEF1A1;RPL22
EEF1A1;RPS25
EEF1A1;RPL24
EEF1A1;RPL37A
EEF1A1;RPS24
EEF1A1;RPS28
EEF1A1;RPS14
EEF1A1;RPL23A
EEF1A1;RPS7
EEF1A1;RPS13
EEF1A1;RPL21
EEF1A1;RPS27
EEF1A1;RPL17
EEF1A1;RPS15
EEF1A1;RPS19
EEF1A1;RPL35A
EEF1A1;RPS5
EEF1A1;RPL10A
EEF1A1;RPL32
EEF1A1;RPL12
EEF1A1;RPL14
EEF1A1;RPS18
EEF1A1;RPL11
EEF1A1;RPL30
EEF1A1;RPL27A
EEF1A1;RPL27
EEF1A1;RPL13A
EEF1A1;RPS9
EEF1A1;RPL31
EEF1A1;RPL18
EEF1A1;RPL7A
EEF1A1;RPS16
EEF1A1;RPL9
EEF1A1;RPS4X
EEF1A1;RPSA
EEF1A1;RACK1
EEF1A1;RPL6
EEF1A1;RPLP0
EEF1A1;RPL3
EEF1A1;RPS20
EEF1A1;RPS6
EEF1A1;RPS8
EEF1A1;RPL5
EEF1A1;RPL7
EEF1A1;RPS3A
EEF1A1;RPS2
RRP1B;RPL31
RRP1B;RPL3
RRP1B;RPL35A
RRP1B;RPL23
RRP1B;RPL7
RRP1B;RPL9
RRP1B;RPL21
RRP1B;RPL6
RRP1B;RPL36
RRP1B;RPL32
RRP1B;RPL14
RRP1B;RPLP0
RRP1B;RPL23A
RRP1B;RPL18
RRP1B;RPL7A
RRP1B;RPF1
RRP1B;RSL1D1
RRP1B;EBNA1BP2
RPL7;TMA16
RPL7;LYAR
RPL7;RPF1
RPL7;EBNA1BP2
RPL7;RPL36A
RPL7;RPL39
RPL7;UBA52
RPL7;RPS4X
RPL7;RPS27
RPL7;RPS17
RPL7;RPS10
RPL7;RPS13
RPL7;RPS3A
RPL7;FAU
RPL7;RPL27
RPL7;RPL22
RPL7;RPL32
RPL7;RPLP0
RPL7;RPS9
RPL7;RPL13A
RPL7;RPL12
RPL7;RPS14
RPL7;RPL21
RPL7;RPL14
RPL7;RPS29
RPL7;RPS26
RPL7;RPL28
RPL7;RPL31
RPL7;RPL3
RPL7;RPL35A
RPL7;RPS15
RPL7;RPS2
RPL7;RPS8
RPL7;RPL37A
RPL7;RPL24
RPL7;RPL26
RPL7;RPS6
RPL7;RPS25
RPL7;RPL10A
RPL7;RPS20
RPL7;RPL17
RPL7;RPL23A
RPL7;RPS7
RPL7;RPS5
RPL7;RPS28
RPL7;RPL30
RPL7;RPL5
RPL7;RPS16
RPL7;RPS18
RPL7;RPL34
RPL7;RPS19
RPL7;RPL23
RPL7;RPSA
RPL7;RACK1
RPL7;RPL36
RPL7;RPL6
RPL7;RPL7A
RPL7;RPL27A
RPL7;RPS24
RPL7;RPL11
RPL7;RPL9
RPL7;RPL18
RPL7;RPS21
RPS2;LARP7
RPS2;LYAR
RPS2;BUD23
RPS2;RPL36A
RPS2;RPL39
RPS2;RPL22
RPS2;RPS29
RPS2;RPL14
RPS2;RPL21
RPS2;RPS26
RPS2;RPL35A
RPS2;RPL31
RPS2;RPL3
RPS2;RPS27
RPS2;RPL28
RPS2;RPS13
RPS2;RPS3A
RPS2;RPL32
RPS2;RPLP0
RPS2;RPL27
RPS2;FAU
RPS2;RPL13A
RPS2;RPS9
RPS2;RPS14
RPS2;RPL12
RPS2;RPS18
RPS2;RPL34
RPS2;RPL5
RPS2;RPS16
RPS2;RPSA
RPS2;RACK1
RPS2;RPS19
RPS2;RPL23
RPS2;RPL7A
RPS2;RPL27A
RPS2;RPS10
RPS2;RPL36
RPS2;RPL6
RPS2;RPL9
RPS2;RPL18
RPS2;RPS21
RPS2;RPL11
RPS2;RPS24
RPS2;RPL26
RPS2;UBA52
RPS2;RPS6
RPS2;RPL37A
RPS2;RPL24
RPS2;RPS15
RPS2;RPS8
RPS2;RPL17
RPS2;RPL23A
RPS2;RPS20
RPS2;RPL10A
RPS2;RPS25
RPS2;RPS28
RPS2;RPS5
RPS2;RPS4X
RPS2;RPS7
RPS2;RPS17
RPS2;RPL30
LYAR;RPL9
LYAR;RPL22
LYAR;RPL12
LYAR;RPS4X
LYAR;RPL21
LYAR;RPL36
LYAR;RPS25
LYAR;RPL23
LYAR;UBA52
LYAR;RPL35A
LYAR;FAU
LYAR;RPS29
LYAR;RPL24
LYAR;RPL27A
LYAR;RPL14
LYAR;RPL28
LYAR;RPL27
LYAR;RPS27
LYAR;RPS26
LYAR;RPS17
LYAR;RPL34
LYAR;RPS7
LYAR;RPS8
LYAR;RPS28
LYAR;RPL26
LYAR;RPS5
LYAR;RPS18
LYAR;RPSA
LYAR;RPS20
LYAR;RPS14
LYAR;RPS24
LYAR;RPL17
LYAR;RPL3
LYAR;RPL39
LYAR;RPL13A
LYAR;RPL6
LYAR;RPS16
LYAR;RPL32
LYAR;RPL36A
LYAR;RPL18
LYAR;RPL5
LYAR;RPS13
LYAR;RACK1
LYAR;RPS6
LYAR;RPS10
LYAR;RPS9
LYAR;RPL31
LYAR;RPL7A
LYAR;RPS21
LYAR;RPS3A
LYAR;RPL23A
LYAR;RPL37A
LYAR;RPL10A
LYAR;RPS19
LYAR;RPL30
LYAR;RPL11
LYAR;RPLP0
LYAR;RPS15
RPS21;BUD23
RPS21;RPL22
RPS21;RPL3
RPS21;RPS14
RPS21;RPL12
RPS21;RPS9
RPS21;RPL39
RPS21;RPL13A
RPS21;RPL27
RPS21;RPL36A
RPS21;FAU
RPS21;RPLP0
RPS21;RPL32
RPS21;RPS13
RPS21;RPS3A
RPS21;RPL31
RPS21;RPL28
RPS21;RPS27
RPS21;RPL35A
RPS21;RPS26
RPS21;RPL14
RPS21;RPL21
RPS21;RPS29
RPS21;RPS17
RPS21;RPL30
RPS21;RPS7
RPS21;RPS4X
RPS21;RPS28
RPS21;RPS5
RPS21;RPL10A
RPS21;RPS25
RPS21;RPL23A
RPS21;RPL17
RPS21;RPS20
RPS21;RPL24
RPS21;RPL37A
RPS21;RPS15
RPS21;RPS8
RPS21;RPS6
RPS21;UBA52
RPS21;RPL26
RPS21;RPS24
RPS21;RPL11
RPS21;RPL18
RPS21;RPL9
RPS21;RPL7A
RPS21;RPS10
RPS21;RPL27A
RPS21;RPL36
RPS21;RPL6
RPS21;RPS19
RPS21;RPL23
RPS21;RPSA
RPS21;RACK1
RPS21;RPL34
RPS21;RPS18
RPS21;RPL5
RPS21;RPS16
RPL3;TMA16
RPL3;RSL1D1
RPL3;RPF1
RPL3;EBNA1BP2
RPL3;RPL36A
RPL3;RPL39
RPL3;UBA52
RPL3;RPS27
RPL3;FAU
RPL3;RPS4X
RPL3;RPS29
RPL3;RPS10
RPL3;RPS17
RPL3;RPS26
RPL3;RPL14
RPL3;RPL21
RPL3;RPL31
RPL3;RPL28
RPL3;RPL35A
RPL3;RPL22
RPL3;RPL27
RPL3;RPLP0
RPL3;RPL32
RPL3;RPS13
RPL3;RPS3A
RPL3;RPS14
RPL3;RPL12
RPL3;RPS9
RPL3;RPL13A
RPL3;RPS19
RPL3;RPL23
RPL3;RPSA
RPL3;RACK1
RPL3;RPL34
RPL3;RPS18
RPL3;RPL5
RPL3;RPS16
RPL3;RPL11
RPL3;RPS24
RPL3;RPL9
RPL3;RPL18
RPL3;RPL7A
RPL3;RPL27A
RPL3;RPL36
RPL3;RPL6
RPL3;RPL10A
RPL3;RPS25
RPL3;RPL23A
RPL3;RPL17
RPL3;RPS20
RPL3;RPL24
RPL3;RPL37A
RPL3;RPS15
RPL3;RPS8
RPL3;RPS6
RPL3;RPL26
RPL3;RPL30
RPL3;RPS7
RPL3;RPS28
RPL3;RPS5
RPL27A;GNL3
RPL27A;TMA16
RPL27A;RSL1D1
RPL27A;EBNA1BP2
RPL27A;RPL39
RPL27A;RPL36A
RPL27A;RPL35A
RPL27A;RPS27
RPL27A;RPL28
RPL27A;RPL31
RPL27A;RPS26
RPL27A;RPS29
RPL27A;RPL21
RPL27A;RPL14
RPL27A;RPL12
RPL27A;RPS14
RPL27A;RPL13A
RPL27A;RPS9
RPL27A;RPL32
RPL27A;RPLP0
RPL27A;FAU
RPL27A;RPL27
RPL27A;RPL22
RPL27A;RPS13
RPL27A;RPS3A
RPL27A;RPL18
RPL27A;RPL9
RPL27A;RPL11
RPL27A;RPS24
RPL27A;RPL36
RPL27A;RPL6
RPL27A;RPL7A
RPL27A;RPS10
RPL27A;RPSA
RPL27A;RACK1
RPL27A;RPS19
RPL27A;RPL23
RPL27A;RPL5
RPL27A;RPS16
RPL27A;RPS18
RPL27A;RPL34
RPL27A;RPS17
RPL27A;RPL30
RPL27A;RPS5
RPL27A;RPS28
RPL27A;RPS7
RPL27A;RPS4X
RPL27A;RPS20
RPL27A;RPL17
RPL27A;RPL23A
RPL27A;RPS25
RPL27A;RPL10A
RPL27A;RPL26
RPL27A;RPS6
RPL27A;UBA52
RPL27A;RPS15
RPL27A;RPS8
RPL27A;RPL37A
RPL27A;RPL24
RPL21;RRP1
RPL21;GNL3
RPL21;TMA16
RPL21;RPF1
RPL21;EBNA1BP2
RPL21;RSL1D1
RPL21;RPL36A
RPL21;RPS3A
RPL21;RPS13
RPL21;RPLP0
RPL21;RPL32
RPL21;RPL27
RPL21;RPL22
RPL21;FAU
RPL21;RPL39
RPL21;RPL13A
RPL21;RPS9
RPL21;RPS14
RPL21;RPL12
RPL21;RPS29
RPL21;RPL14
RPL21;RPS26
RPL21;RPL35A
RPL21;RPL31
RPL21;RPS27
RPL21;RPL28
RPL21;RPL26
RPL21;RPS6
RPL21;UBA52
RPL21;RPL37A
RPL21;RPL24
RPL21;RPS8
RPL21;RPS15
RPL21;RPL17
RPL21;RPL23A
RPL21;RPS20
RPL21;RPL10A
RPL21;RPS25
RPL21;RPS28
RPL21;RPS5
RPL21;RPS7
RPL21;RPS4X
RPL21;RPL30
RPL21;RPS17
RPL21;RPS18
RPL21;RPL34
RPL21;RPS16
RPL21;RPL5
RPL21;RACK1
RPL21;RPSA
RPL21;RPL23
RPL21;RPS19
RPL21;RPS10
RPL21;RPL7A
RPL21;RPL6
RPL21;RPL36
RPL21;RPL18
RPL21;RPL9
RPL21;RPL11
RPL21;RPS24
RPS3A;RSL1D1
RPS3A;BUD23
RPS3A;WDR43
RPS3A;RPL36A
RPS3A;RPS10
RPS3A;RPL7A
RPS3A;RPL6
RPS3A;RPL36
RPS3A;RPL9
RPS3A;RPL18
RPS3A;RPL11
RPS3A;RPS24
RPS3A;RPL34
RPS3A;RPS18
RPS3A;RPS16
RPS3A;RPL5
RPS3A;RACK1
RPS3A;RPSA
RPS3A;RPL23
RPS3A;RPS19
RPS3A;RPS28
RPS3A;RPS5
RPS3A;RPS4X
RPS3A;RPS7
RPS3A;RPL30
RPS3A;RPS17
RPS3A;UBA52
RPS3A;RPS6
RPS3A;RPL26
RPS3A;RPL24
RPS3A;RPL37A
RPS3A;RPS8
RPS3A;RPS15
RPS3A;RPL23A
RPS3A;RPL17
RPS3A;RPS20
RPS3A;RPL10A
RPS3A;RPS25
RPS3A;RPL35A
RPS3A;RPL31
RPS3A;RPL28
RPS3A;RPS27
RPS3A;RPS29
RPS3A;RPL14
RPS3A;RPS26
RPS3A;RPL39
RPS3A;RPL13A
RPS3A;RPS9
RPS3A;RPS14
RPS3A;RPL12
RPS3A;RPS13
RPS3A;RPLP0
RPS3A;RPL32
RPS3A;RPL22
RPS3A;RPL27
RPS3A;FAU
RPL22;RPF1
RPL22;EBNA1BP2
RPL22;RSL1D1
RPL22;TMA16
RPL22;UBA52
RPL22;RPL39
RPL22;RPS28
RPL22;RPL17
RPL22;RPL36A
RPL22;RPS17
RPL22;RPS5
RPL22;RPS4X
RPL22;RPS10
RPL22;RPLP0
RPL22;RPL28
RPL22;RPS29
RPL22;RPS7
RPL22;RPS25
RPL22;RPL10A
RPL22;RPS15
RPL22;RPSA
RPL22;RPS16
RPL22;RPL12
RPL22;FAU
RPL22;RPS27
RPL22;RPS26
RPL22;RPL30
RPL22;RPS20
RPL22;RPL23A
RPL22;RPL26
RPL22;RPS6
RPL22;RPS8
RPL22;RPL37A
RPL22;RPL24
RPL22;RPL9
RPL22;RPL18
RPL22;RPS24
RPL22;RPL11
RPL22;RPL6
RPL22;RPL36
RPL22;RPL7A
RPL22;RACK1
RPL22;RPL23
RPL22;RPS19
RPL22;RPL5
RPL22;RPS18
RPL22;RPL34
RPL22;RPS14
RPL22;RPL13A
RPL22;RPS9
RPL22;RPL32
RPL22;RPL27
RPL22;RPS13
RPL22;RPL35A
RPL22;RPL31
RPL22;RPL14
SDAD1;RPL23A
SDAD1;RPL5
SDAD1;GNL3
RPS26;RPS9
RPS26;RPL13A
RPS26;RPL39
RPS26;RPL12
RPS26;RPS14
RPS26;RPS13
RPS26;FAU
RPS26;RPL36A
RPS26;RPL27
RPS26;RPL32
RPS26;RPLP0
RPS26;RPL28
RPS26;RPS27
RPS26;RPL31
RPS26;RPL35A
RPS26;RPL14
RPS26;RPS29
RPS26;RPS7
RPS26;RPS4X
RPS26;RPS5
RPS26;RPS28
RPS26;RPL30
RPS26;RPS17
RPS26;RPS8
RPS26;RPS15
RPS26;RPL24
RPS26;RPL37A
RPS26;RPS6
RPS26;UBA52
RPS26;RPL26
RPS26;RPS25
RPS26;RPL10A
RPS26;RPS20
RPS26;RPL23A
RPS26;RPL17
RPS26;RPL6
RPS26;RPL36
RPS26;RPS10
RPS26;RPL7A
RPS26;RPS24
RPS26;RPL11
RPS26;RPL18
RPS26;RPL9
RPS26;RPS16
RPS26;RPL5
RPS26;RPL34
RPS26;RPS18
RPS26;RPL23
RPS26;RPS19
RPS26;RACK1
RPS26;RPSA
TMA16;RPL13A
TMA16;RPL28
TMA16;RPL30
TMA16;RPL18
TMA16;RPL27
TMA16;RPL36A
TMA16;RPL36
TMA16;RPL26
TMA16;RPL32
TMA16;RPL14
TMA16;RPL34
TMA16;RPL9
TMA16;RPL39
TMA16;RPL35A
TMA16;RPL10A
TMA16;RPL6
TMA16;RPL17
TMA16;RPL23
TMA16;RPL37A
TMA16;RPL31
TMA16;RPL23A
TMA16;RPL7A
TMA16;RPL11
TMA16;RPL5
RPL12;RPL36A
RPL12;RPL14
RPL12;RPS29
RPL12;RPL31
RPL12;RPL28
RPL12;RPS27
RPL12;RPL35A
RPL12;RPS13
RPL12;RPL27
RPL12;FAU
RPL12;RPLP0
RPL12;RPL32
RPL12;RPS9
RPL12;RPL39
RPL12;RPL13A
RPL12;RPS14
RPL12;RPL34
RPL12;RPS18
RPL12;RPS16
RPL12;RPL5
RPL12;RPL23
RPL12;RPS19
RPL12;RACK1
RPL12;RPSA
RPL12;RPS10
RPL12;RPL7A
RPL12;RPL6
RPL12;RPL36
RPL12;RPS24
RPL12;RPL11
RPL12;RPL18
RPL12;RPL9
RPL12;RPL24
RPL12;RPL37A
RPL12;RPS8
RPL12;RPS15
RPL12;RPS6
RPL12;UBA52
RPL12;RPL26
RPL12;RPL10A
RPL12;RPS25
RPL12;RPL23A
RPL12;RPL17
RPL12;RPS20
RPL12;RPS7
RPL12;RPS4X
RPL12;RPS28
RPL12;RPS5
RPL12;RPL30
RPL12;RPS17
RPL39;RSL1D1
RPL39;RPS7
RPL39;UBA52
RPL39;RPS14
RPL39;RPS4X
RPL39;RPL28
RPL39;RPS27
RPL39;RPLP0
RPL39;RPSA
RPL39;RPL13A
RPL39;RPL7A
RPL39;RPL5
RPL39;RPS19
RPL39;RACK1
RPL39;RPS5
RPL39;RPS17
RPL39;RPS15
RPL39;RPS8
RPL39;RPL37A
RPL39;RPS6
RPL39;RPL26
RPL39;RPL23A
RPL39;RPL17
RPL39;RPL31
RPL39;RPL35A
RPL39;RPL14
RPL39;RPS29
RPL39;RPS9
RPL39;RPS13
RPL39;RPL36A
RPL39;FAU
RPL39;RPL27
RPL39;RPL32
RPL39;RPL36
RPL39;RPL6
RPL39;RPS10
RPL39;RPS24
RPL39;RPL11
RPL39;RPL18
RPL39;RPL9
RPL39;RPS16
RPL39;RPL34
RPL39;RPS18
RPL39;RPL23
RPL39;RPS28
RPL39;RPL30
RPL39;RPL24
RPL39;RPS25
RPL39;RPL10A
RPL39;RPS20
RPL5;GNL3
RPL5;RSL1D1
RPL5;RPL36A
RPL5;RPL14
RPL5;RPS29
RPL5;RPL31
RPL5;RPL28
RPL5;RPS27
RPL5;RPL35A
RPL5;RPL27
RPL5;FAU
RPL5;RPL32
RPL5;RPLP0
RPL5;RPS13
RPL5;RPS14
RPL5;RPS9
RPL5;RPL13A
RPL5;RPS19
RPL5;RPL23
RPL5;RPSA
RPL5;RACK1
RPL5;RPL34
RPL5;RPS18
RPL5;RPS16
RPL5;RPL11
RPL5;RPS24
RPL5;RPL9
RPL5;RPL18
RPL5;RPL7A
RPL5;RPS10
RPL5;RPL36
RPL5;RPL6
RPL5;RPL10A
RPL5;RPS25
RPL5;RPL23A
RPL5;RPL17
RPL5;RPS20
RPL5;RPL24
RPL5;RPL37A
RPL5;RPS15
RPL5;RPS8
RPL5;UBA52
RPL5;RPS6
RPL5;RPL26
RPL5;RPS17
RPL5;RPL30
RPL5;RPS4X
RPL5;RPS7
RPL5;RPS28
RPL5;RPS5
RPF1;RPL13A
RPF1;RPL23
RPF1;RPL34
RPF1;RPL9
RPF1;RPL35A
RPF1;RPL36
RPF1;RPL17
RPF1;RPL26
RPF1;RPL27
RPF1;RPLP0
RPF1;RPL18
RPF1;RPL31
RPF1;RPL7A
RPF1;RPL30
RPF1;RPL32
RPF1;RPL14
RPF1;RPL6
RPF1;RPL23A
RPF1;GNL3
RPF1;SURF6
RPF1;RRP1
RPF1;RSL1D1
RPF1;EBNA1BP2
RPL7A;GNL3
RPL7A;RRP1
RPL7A;EBNA1BP2
RPL7A;RSL1D1
RPL7A;UBA52
RPL7A;RPL28
RPL7A;RPS27
RPL7A;RPL31
RPL7A;RPL35A
RPL7A;RPL14
RPL7A;RPS29
RPL7A;RPS14
RPL7A;RPS9
RPL7A;RPL13A
RPL7A;FAU
RPL7A;RPL36A
RPL7A;RPL27
RPL7A;RPL32
RPL7A;RPLP0
RPL7A;RPS13
RPL7A;RPL11
RPL7A;RPS24
RPL7A;RPL9
RPL7A;RPL18
RPL7A;RPL6
RPL7A;RPL36
RPL7A;RPS10
RPL7A;RPL23
RPL7A;RPS19
RPL7A;RACK1
RPL7A;RPSA
RPL7A;RPS16
RPL7A;RPL34
RPL7A;RPS18
RPL7A;RPL30
RPL7A;RPS17
RPL7A;RPS4X
RPL7A;RPS7
RPL7A;RPS5
RPL7A;RPS28
RPL7A;RPS25
RPL7A;RPL10A
RPL7A;RPS20
RPL7A;RPL23A
RPL7A;RPL17
RPL7A;RPS8
RPL7A;RPS15
RPL7A;RPL24
RPL7A;RPL37A
RPL7A;RPS6
RPL7A;RPL26
RPS4X;BUD23
RPS4X;WDR43
RPS4X;RPL36A
RPS4X;RPL17
RPS4X;RPL26
RPS4X;RPL10A
RPS4X;RPL28
RPS4X;RPL35A
RPS4X;RPL13A
RPS4X;RPL34
RPS4X;UBA52
RPS4X;RPL14
RPS4X;RPS29
RPS4X;RPS27
RPS4X;RPL31
RPS4X;FAU
RPS4X;RPL27
RPS4X;RPLP0
RPS4X;RPL32
RPS4X;RPS13
RPS4X;RPS14
RPS4X;RPS9
RPS4X;RPL23
RPS4X;RPS19
RPS4X;RACK1
RPS4X;RPSA
RPS4X;RPS16
RPS4X;RPS18
RPS4X;RPL11
RPS4X;RPS24
RPS4X;RPL18
RPS4X;RPL9
RPS4X;RPL6
